method,setting,seed,kind,true_class,n_events,n_pool
NN-Patching [ungated],gtsrb/resnet50,101,repair,2,0,1
NN-Patching [ungated],gtsrb/resnet50,101,repair,3,2,3
NN-Patching [ungated],gtsrb/resnet50,101,repair,4,0,3
NN-Patching [ungated],gtsrb/resnet50,101,repair,6,1,1
NN-Patching [ungated],gtsrb/resnet50,101,repair,8,0,2
NN-Patching [ungated],gtsrb/resnet50,101,repair,9,0,2
NN-Patching [ungated],gtsrb/resnet50,101,repair,10,3,3
NN-Patching [ungated],gtsrb/resnet50,101,repair,11,6,6
NN-Patching [ungated],gtsrb/resnet50,101,repair,12,1,1
NN-Patching [ungated],gtsrb/resnet50,101,repair,13,1,2
NN-Patching [ungated],gtsrb/resnet50,101,repair,15,1,2
NN-Patching [ungated],gtsrb/resnet50,101,repair,18,3,3
NN-Patching [ungated],gtsrb/resnet50,101,repair,22,1,1
NN-Patching [ungated],gtsrb/resnet50,101,repair,24,4,4
NN-Patching [ungated],gtsrb/resnet50,101,repair,25,5,6
NN-Patching [ungated],gtsrb/resnet50,101,repair,26,1,1
NN-Patching [ungated],gtsrb/resnet50,101,repair,27,0,1
NN-Patching [ungated],gtsrb/resnet50,101,repair,33,0,1
NN-Patching [ungated],gtsrb/resnet50,101,repair,36,2,4
NN-Patching [ungated],gtsrb/resnet50,101,repair,40,0,1
NN-Patching [ungated],gtsrb/resnet50,101,regression,0,48,48
NN-Patching [ungated],gtsrb/resnet50,101,regression,1,571,571
NN-Patching [ungated],gtsrb/resnet50,101,regression,2,615,615
NN-Patching [ungated],gtsrb/resnet50,101,regression,3,346,358
NN-Patching [ungated],gtsrb/resnet50,101,regression,4,512,519
NN-Patching [ungated],gtsrb/resnet50,101,regression,5,507,507
NN-Patching [ungated],gtsrb/resnet50,101,regression,6,2,117
NN-Patching [ungated],gtsrb/resnet50,101,regression,7,304,348
NN-Patching [ungated],gtsrb/resnet50,101,regression,8,354,354
NN-Patching [ungated],gtsrb/resnet50,101,regression,9,365,365
NN-Patching [ungated],gtsrb/resnet50,101,regression,10,107,514
NN-Patching [ungated],gtsrb/resnet50,101,regression,11,9,309
NN-Patching [ungated],gtsrb/resnet50,101,regression,12,501,546
NN-Patching [ungated],gtsrb/resnet50,101,regression,13,586,588
NN-Patching [ungated],gtsrb/resnet50,101,regression,14,218,218
NN-Patching [ungated],gtsrb/resnet50,101,regression,15,8,161
NN-Patching [ungated],gtsrb/resnet50,101,regression,16,125,125
NN-Patching [ungated],gtsrb/resnet50,101,regression,17,306,306
NN-Patching [ungated],gtsrb/resnet50,101,regression,18,1,310
NN-Patching [ungated],gtsrb/resnet50,101,regression,19,46,46
NN-Patching [ungated],gtsrb/resnet50,101,regression,20,75,75
NN-Patching [ungated],gtsrb/resnet50,101,regression,21,72,72
NN-Patching [ungated],gtsrb/resnet50,101,regression,22,83,97
NN-Patching [ungated],gtsrb/resnet50,101,regression,23,63,124
NN-Patching [ungated],gtsrb/resnet50,101,regression,24,0,63
NN-Patching [ungated],gtsrb/resnet50,101,regression,25,354,362
NN-Patching [ungated],gtsrb/resnet50,101,regression,26,136,145
NN-Patching [ungated],gtsrb/resnet50,101,regression,27,44,44
NN-Patching [ungated],gtsrb/resnet50,101,regression,28,116,116
NN-Patching [ungated],gtsrb/resnet50,101,regression,29,73,73
NN-Patching [ungated],gtsrb/resnet50,101,regression,30,113,113
NN-Patching [ungated],gtsrb/resnet50,101,regression,31,218,218
NN-Patching [ungated],gtsrb/resnet50,101,regression,32,50,50
NN-Patching [ungated],gtsrb/resnet50,101,regression,33,163,163
NN-Patching [ungated],gtsrb/resnet50,101,regression,34,102,102
NN-Patching [ungated],gtsrb/resnet50,101,regression,35,323,323
NN-Patching [ungated],gtsrb/resnet50,101,regression,36,0,96
NN-Patching [ungated],gtsrb/resnet50,101,regression,37,11,49
NN-Patching [ungated],gtsrb/resnet50,101,regression,38,566,566
NN-Patching [ungated],gtsrb/resnet50,101,regression,39,65,65
NN-Patching [ungated],gtsrb/resnet50,101,regression,40,48,71
NN-Patching [ungated],gtsrb/resnet50,101,regression,41,0,46
NN-Patching [ungated],gtsrb/resnet50,101,regression,42,69,69
NN-Patching [ungated],gtsrb/resnet50,202,repair,3,1,2
NN-Patching [ungated],gtsrb/resnet50,202,repair,4,1,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,6,0,2
NN-Patching [ungated],gtsrb/resnet50,202,repair,7,0,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,8,0,3
NN-Patching [ungated],gtsrb/resnet50,202,repair,9,1,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,10,3,3
NN-Patching [ungated],gtsrb/resnet50,202,repair,11,5,5
NN-Patching [ungated],gtsrb/resnet50,202,repair,12,1,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,13,1,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,15,2,3
NN-Patching [ungated],gtsrb/resnet50,202,repair,18,5,7
NN-Patching [ungated],gtsrb/resnet50,202,repair,22,1,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,24,6,6
NN-Patching [ungated],gtsrb/resnet50,202,repair,25,3,5
NN-Patching [ungated],gtsrb/resnet50,202,repair,26,1,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,33,1,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,36,2,2
NN-Patching [ungated],gtsrb/resnet50,202,repair,40,0,1
NN-Patching [ungated],gtsrb/resnet50,202,repair,41,0,1
NN-Patching [ungated],gtsrb/resnet50,202,regression,0,47,47
NN-Patching [ungated],gtsrb/resnet50,202,regression,1,597,597
NN-Patching [ungated],gtsrb/resnet50,202,regression,2,599,599
NN-Patching [ungated],gtsrb/resnet50,202,regression,3,58,371
NN-Patching [ungated],gtsrb/resnet50,202,regression,4,509,528
NN-Patching [ungated],gtsrb/resnet50,202,regression,5,506,507
NN-Patching [ungated],gtsrb/resnet50,202,regression,6,121,121
NN-Patching [ungated],gtsrb/resnet50,202,regression,7,347,347
NN-Patching [ungated],gtsrb/resnet50,202,regression,8,347,347
NN-Patching [ungated],gtsrb/resnet50,202,regression,9,368,386
NN-Patching [ungated],gtsrb/resnet50,202,regression,10,43,514
NN-Patching [ungated],gtsrb/resnet50,202,regression,11,0,322
NN-Patching [ungated],gtsrb/resnet50,202,regression,12,92,557
NN-Patching [ungated],gtsrb/resnet50,202,regression,13,586,591
NN-Patching [ungated],gtsrb/resnet50,202,regression,14,214,214
NN-Patching [ungated],gtsrb/resnet50,202,regression,15,11,161
NN-Patching [ungated],gtsrb/resnet50,202,regression,16,121,121
NN-Patching [ungated],gtsrb/resnet50,202,regression,17,292,292
NN-Patching [ungated],gtsrb/resnet50,202,regression,18,3,296
NN-Patching [ungated],gtsrb/resnet50,202,regression,19,45,45
NN-Patching [ungated],gtsrb/resnet50,202,regression,20,69,69
NN-Patching [ungated],gtsrb/resnet50,202,regression,21,76,76
NN-Patching [ungated],gtsrb/resnet50,202,regression,22,78,99
NN-Patching [ungated],gtsrb/resnet50,202,regression,23,5,125
NN-Patching [ungated],gtsrb/resnet50,202,regression,24,0,67
NN-Patching [ungated],gtsrb/resnet50,202,regression,25,354,362
NN-Patching [ungated],gtsrb/resnet50,202,regression,26,1,141
NN-Patching [ungated],gtsrb/resnet50,202,regression,27,24,46
NN-Patching [ungated],gtsrb/resnet50,202,regression,28,118,118
NN-Patching [ungated],gtsrb/resnet50,202,regression,29,71,71
NN-Patching [ungated],gtsrb/resnet50,202,regression,30,116,116
NN-Patching [ungated],gtsrb/resnet50,202,regression,31,216,216
NN-Patching [ungated],gtsrb/resnet50,202,regression,32,45,45
NN-Patching [ungated],gtsrb/resnet50,202,regression,33,151,166
NN-Patching [ungated],gtsrb/resnet50,202,regression,34,97,97
NN-Patching [ungated],gtsrb/resnet50,202,regression,35,308,308
NN-Patching [ungated],gtsrb/resnet50,202,regression,36,0,89
NN-Patching [ungated],gtsrb/resnet50,202,regression,37,45,48
NN-Patching [ungated],gtsrb/resnet50,202,regression,38,540,540
NN-Patching [ungated],gtsrb/resnet50,202,regression,39,77,77
NN-Patching [ungated],gtsrb/resnet50,202,regression,40,64,71
NN-Patching [ungated],gtsrb/resnet50,202,regression,41,42,42
NN-Patching [ungated],gtsrb/resnet50,202,regression,42,69,75
NN-Patching [ungated],gtsrb/resnet50,303,repair,3,0,3
NN-Patching [ungated],gtsrb/resnet50,303,repair,4,2,2
NN-Patching [ungated],gtsrb/resnet50,303,repair,6,0,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,8,0,3
NN-Patching [ungated],gtsrb/resnet50,303,repair,9,1,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,10,3,3
NN-Patching [ungated],gtsrb/resnet50,303,repair,11,7,7
NN-Patching [ungated],gtsrb/resnet50,303,repair,12,1,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,13,1,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,15,0,5
NN-Patching [ungated],gtsrb/resnet50,303,repair,18,4,5
NN-Patching [ungated],gtsrb/resnet50,303,repair,22,0,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,23,0,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,24,2,2
NN-Patching [ungated],gtsrb/resnet50,303,repair,25,4,4
NN-Patching [ungated],gtsrb/resnet50,303,repair,26,1,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,36,3,3
NN-Patching [ungated],gtsrb/resnet50,303,repair,37,0,1
NN-Patching [ungated],gtsrb/resnet50,303,repair,40,0,2
NN-Patching [ungated],gtsrb/resnet50,303,repair,41,0,1
NN-Patching [ungated],gtsrb/resnet50,303,regression,0,50,50
NN-Patching [ungated],gtsrb/resnet50,303,regression,1,583,583
NN-Patching [ungated],gtsrb/resnet50,303,regression,2,600,601
NN-Patching [ungated],gtsrb/resnet50,303,regression,3,340,342
NN-Patching [ungated],gtsrb/resnet50,303,regression,4,521,530
NN-Patching [ungated],gtsrb/resnet50,303,regression,5,10,507
NN-Patching [ungated],gtsrb/resnet50,303,regression,6,111,111
NN-Patching [ungated],gtsrb/resnet50,303,regression,7,3,351
NN-Patching [ungated],gtsrb/resnet50,303,regression,8,352,352
NN-Patching [ungated],gtsrb/resnet50,303,regression,9,363,384
NN-Patching [ungated],gtsrb/resnet50,303,regression,10,283,536
NN-Patching [ungated],gtsrb/resnet50,303,regression,11,3,307
NN-Patching [ungated],gtsrb/resnet50,303,regression,12,280,544
NN-Patching [ungated],gtsrb/resnet50,303,regression,13,561,564
NN-Patching [ungated],gtsrb/resnet50,303,regression,14,222,224
NN-Patching [ungated],gtsrb/resnet50,303,regression,15,164,164
NN-Patching [ungated],gtsrb/resnet50,303,regression,16,124,124
NN-Patching [ungated],gtsrb/resnet50,303,regression,17,289,289
NN-Patching [ungated],gtsrb/resnet50,303,regression,18,1,287
NN-Patching [ungated],gtsrb/resnet50,303,regression,19,45,45
NN-Patching [ungated],gtsrb/resnet50,303,regression,20,65,65
NN-Patching [ungated],gtsrb/resnet50,303,regression,21,76,76
NN-Patching [ungated],gtsrb/resnet50,303,regression,22,99,99
NN-Patching [ungated],gtsrb/resnet50,303,regression,23,118,118
NN-Patching [ungated],gtsrb/resnet50,303,regression,24,0,61
NN-Patching [ungated],gtsrb/resnet50,303,regression,25,0,382
NN-Patching [ungated],gtsrb/resnet50,303,regression,26,127,133
NN-Patching [ungated],gtsrb/resnet50,303,regression,27,23,48
NN-Patching [ungated],gtsrb/resnet50,303,regression,28,118,118
NN-Patching [ungated],gtsrb/resnet50,303,regression,29,71,71
NN-Patching [ungated],gtsrb/resnet50,303,regression,30,122,122
NN-Patching [ungated],gtsrb/resnet50,303,regression,31,226,226
NN-Patching [ungated],gtsrb/resnet50,303,regression,32,52,52
NN-Patching [ungated],gtsrb/resnet50,303,regression,33,0,177
NN-Patching [ungated],gtsrb/resnet50,303,regression,34,97,97
NN-Patching [ungated],gtsrb/resnet50,303,regression,35,317,317
NN-Patching [ungated],gtsrb/resnet50,303,regression,36,0,90
NN-Patching [ungated],gtsrb/resnet50,303,regression,37,45,45
NN-Patching [ungated],gtsrb/resnet50,303,regression,38,569,569
NN-Patching [ungated],gtsrb/resnet50,303,regression,39,69,69
NN-Patching [ungated],gtsrb/resnet50,303,regression,40,73,73
NN-Patching [ungated],gtsrb/resnet50,303,regression,41,47,47
NN-Patching [ungated],gtsrb/resnet50,303,regression,42,77,77
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,0,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,1,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,3,1,4
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,4,1,1
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,5,10,10
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,6,8,8
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,7,4,4
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,10,12,12
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,11,21,23
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,13,2,2
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,14,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,18,15,16
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,21,3,3
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,22,10,10
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,24,2,2
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,25,33,33
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,28,8,9
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,30,17,17
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,31,1,1
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,35,6,6
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,36,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,38,2,4
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,40,0,2
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,41,5,5
NN-Patching [ungated],gtsrb/convnext_tiny,101,repair,42,41,41
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,0,45,45
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,1,572,572
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,2,585,585
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,3,354,355
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,4,67,542
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,5,438,485
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,6,18,95
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,7,0,356
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,8,348,348
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,9,381,381
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,10,0,507
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,11,0,303
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,12,573,573
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,13,576,578
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,14,211,211
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,15,168,170
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,16,117,117
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,17,296,296
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,18,0,273
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,19,44,44
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,20,72,72
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,21,0,67
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,22,0,87
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,23,127,127
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,24,0,67
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,25,0,337
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,26,143,143
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,27,46,46
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,28,0,107
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,29,0,73
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,30,0,84
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,31,0,216
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,32,52,52
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,33,162,162
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,34,93,93
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,35,5,297
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,36,97,97
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,37,46,46
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,38,510,566
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,39,14,71
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,40,67,67
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,41,17,38
NN-Patching [ungated],gtsrb/convnext_tiny,101,regression,42,0,6
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,3,4,4
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,4,1,1
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,5,8,11
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,6,6,6
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,7,4,5
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,10,18,18
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,11,21,21
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,13,2,2
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,14,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,18,20,21
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,21,5,5
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,22,6,6
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,24,1,2
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,25,29,29
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,28,5,5
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,30,20,20
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,31,3,3
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,35,4,4
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,36,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,38,2,2
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,40,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,41,6,6
NN-Patching [ungated],gtsrb/convnext_tiny,202,repair,42,43,43
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,0,0,45
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,1,0,569
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,2,606,606
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,3,0,341
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,4,349,526
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,5,453,484
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,6,50,108
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,7,0,349
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,8,362,362
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,9,380,380
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,10,0,498
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,11,0,306
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,12,553,553
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,13,562,571
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,14,217,217
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,15,165,170
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,16,120,120
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,17,291,291
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,18,0,281
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,19,53,53
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,20,68,68
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,21,0,64
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,22,0,89
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,23,126,126
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,24,0,68
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,25,0,339
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,26,142,142
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,27,42,42
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,28,0,111
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,29,0,72
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,30,0,87
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,31,35,212
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,32,49,49
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,33,169,169
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,34,101,101
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,35,5,299
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,36,98,98
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,37,52,52
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,38,8,546
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,39,0,78
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,40,69,69
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,41,14,36
NN-Patching [ungated],gtsrb/convnext_tiny,202,regression,42,0,10
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,0,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,1,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,3,2,3
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,4,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,5,11,14
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,6,8,8
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,7,3,7
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,10,12,12
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,11,14,14
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,13,1,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,14,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,18,22,22
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,21,2,2
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,22,8,8
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,25,33,33
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,28,4,4
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,30,23,23
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,31,4,4
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,35,4,4
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,36,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,38,1,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,39,0,1
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,40,0,2
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,41,5,5
NN-Patching [ungated],gtsrb/convnext_tiny,303,repair,42,44,44
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,0,45,45
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,1,562,562
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,2,608,608
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,3,0,338
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,4,0,524
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,5,420,482
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,6,59,94
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,7,2,340
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,8,364,364
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,9,392,392
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,10,0,520
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,11,0,301
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,12,557,557
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,13,550,587
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,14,215,215
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,15,12,166
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,16,123,123
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,17,285,285
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,18,0,275
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,19,53,53
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,20,71,71
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,21,0,63
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,22,0,78
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,23,127,127
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,24,0,72
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,25,0,336
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,26,142,142
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,27,48,48
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,28,0,116
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,29,0,77
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,30,0,87
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,31,0,225
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,32,45,45
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,33,161,161
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,34,101,101
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,35,4,304
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,36,90,90
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,37,53,53
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,38,168,546
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,39,72,72
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,40,68,68
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,41,17,39
NN-Patching [ungated],gtsrb/convnext_tiny,303,regression,42,0,5
NN-Patching [ungated],gtsrb/densenet121,101,repair,1,2,2
NN-Patching [ungated],gtsrb/densenet121,101,repair,2,1,1
NN-Patching [ungated],gtsrb/densenet121,101,repair,3,2,7
NN-Patching [ungated],gtsrb/densenet121,101,repair,4,1,1
NN-Patching [ungated],gtsrb/densenet121,101,repair,6,2,2
NN-Patching [ungated],gtsrb/densenet121,101,repair,8,9,9
NN-Patching [ungated],gtsrb/densenet121,101,repair,11,2,3
NN-Patching [ungated],gtsrb/densenet121,101,repair,12,1,1
NN-Patching [ungated],gtsrb/densenet121,101,repair,18,4,4
NN-Patching [ungated],gtsrb/densenet121,101,repair,21,2,2
NN-Patching [ungated],gtsrb/densenet121,101,repair,22,0,1
NN-Patching [ungated],gtsrb/densenet121,101,repair,24,0,1
NN-Patching [ungated],gtsrb/densenet121,101,repair,25,5,7
NN-Patching [ungated],gtsrb/densenet121,101,repair,26,0,1
