method,setting,seed,n_classes_failed,RR_macro,RR_median_class,RR_p10_class,RR_iqr_class,repair_conc20,repair_spread,repair_spread_z,n_repaired,cov0.3,cov0.5,cov0.7,n_classes_est,Reg_overall,Reg_macro,Reg_max_class,n_classes_hit,frac_classes_hit,reg_conc20,reg_spread,reg_spread_z,n_regressed
PatchNAS [ungated],tt100k_signs/resnet50,101,91,0.22835808879764924,0.0,0.0,0.3666666666666667,0.8943089430894309,0.47785787847579814,-9.644501754190648,123,0.75,0.6875,0.5625,16,0.930258251622704,0.9230486984856394,1.0,115,0.9829059829059829,0.773604513064133,0.9885882529926285,-1.6788420952535983,6736
PatchNAS [ungated],tt100k_signs/resnet50,202,92,0.276371635610766,0.0,0.0,0.5785714285714285,0.8642857142857143,0.5082005082005082,-10.06318539781353,140,0.9230769230769231,0.8461538461538461,0.6923076923076923,13,0.9067808313768816,0.9135467380673875,1.0,115,0.9829059829059829,0.7820590922936339,0.9915288944452827,-0.96940749893457,6566
PatchNAS [ungated],tt100k_signs/resnet50,303,89,0.24502722437289523,0.0,0.0,0.5,0.8648648648648649,0.5268241285450873,-8.1832154804267,111,0.6428571428571429,0.5714285714285714,0.5,14,0.9279105095981218,0.9137533969488344,1.0,114,0.9827586206896551,0.7727340378032446,0.9899055682188213,-1.3238517993439154,6719
PatchNAS [ungated],tt100k_signs/convnext_tiny,101,87,0.2573790485709527,0.0,0.0,0.5108695652173914,0.8617021276595744,0.5221445221445221,-8.128011996192528,94,0.9090909090909091,0.7272727272727273,0.5454545454545454,11,0.9430604982206405,0.921650423762956,1.0,116,0.9747899159663865,0.7851959361393324,0.9801229378340127,-3.093671229004447,6890
PatchNAS [ungated],tt100k_signs/convnext_tiny,202,85,0.36352222940458234,0.0,0.0,0.9285714285714286,0.8203125,0.6090719666613239,-7.635719836949114,128,1.0,1.0,0.8888888888888888,9,0.9292362441828634,0.9043118851211169,1.0,116,0.9666666666666667,0.7758138164678156,0.9732360097323601,-3.7623261509989336,6789
PatchNAS [ungated],tt100k_signs/convnext_tiny,303,84,0.31553030303030305,0.0,0.0,0.7329545454545454,0.85,0.5557660730074523,-8.08084975376486,120,1.0,1.0,1.0,9,0.8712017519846701,0.8978865668924455,1.0,114,0.9661016949152542,0.7679497250589159,0.9806451612903225,-1.7914217144805742,6365
PatchNAS [ungated],tt100k_signs/densenet121,101,92,0.3595885741018066,0.0,0.0,0.9032608695652173,0.8297872340425532,0.6024096385542169,-8.578467295148116,188,0.8421052631578947,0.7894736842105263,0.5789473684210527,19,0.9091544374563243,0.9203102592047089,1.0,109,0.9732142857142857,0.7764796310530361,0.9816282420749279,-2.221331468512643,6505
PatchNAS [ungated],tt100k_signs/densenet121,202,82,0.3030989335867384,0.0,0.0,0.6666666666666666,0.8594594594594595,0.5696427865026307,-8.878645188218973,185,0.9,0.75,0.55,20,0.9017470300489169,0.9344104079255421,1.0,111,1.0,0.7631742095474272,1.0082888611331895,0.9986890152617853,6452
PatchNAS [ungated],tt100k_signs/densenet121,303,86,0.34224800285846796,0.0,0.0,0.7116402116402116,0.8306010928961749,0.5486968449931412,-10.016738605096625,183,0.7777777777777778,0.7777777777777778,0.6111111111111112,18,0.9116701607267645,0.9196586984124773,1.0,111,0.9823008849557522,0.7890541162042005,0.9915804989168546,-0.9313014909590224,6523
PatchNAS [ungated],tt100k_signs/vgg16,101,100,0.2647110389610389,0.0,0.0,0.5,0.7606837606837606,0.6804925469863902,-6.025314733745334,117,0.6666666666666666,0.5238095238095238,0.23809523809523808,21,0.7827489481065919,0.8390943504919197,1.0,111,0.9652173913043478,0.7668876545421968,0.9848501652507597,-1.2067985426238645,5581
