gate,dataset,backbone,q,Reg,CReg,Risk,RR_held,Reg_base,CReg_base,Risk_base,RR_base,n_crit,n_creg,n_clean,n_held,frac_Reg_removed,frac_CReg_removed,frac_Risk_removed
DPGate,lisa_signs,densenet121,0.325,0.001936,0.003618,0.009328,0.392157,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.5926,0.6363,0.6294
DPGate,lisa_signs,densenet121,0.35,0.001584,0.002719,0.007216,0.372549,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.6667,0.7267,0.7133
DPGate,lisa_signs,densenet121,0.375,0.001584,0.002719,0.007216,0.372549,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.6667,0.7267,0.7133
DPGate,lisa_signs,densenet121,0.4,0.001232,0.002719,0.006512,0.372549,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.7407,0.7267,0.7413
DPGate,lisa_signs,densenet121,0.425,0.001232,0.002719,0.006512,0.372549,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.7407,0.7267,0.7413
DPGate,lisa_signs,densenet121,0.45,0.001056,0.002266,0.005456,0.372549,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.7778,0.7723,0.7832
DPGate,lisa_signs,densenet121,0.475,0.00088,0.001805,0.0044,0.372549,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.8148,0.8186,0.8252
DPGate,lisa_signs,densenet121,0.5,0.000704,0.00136,0.003344,0.352941,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.8519,0.8634,0.8671
DPGate,lisa_signs,densenet121,0.525,0.000704,0.00136,0.003344,0.352941,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.8519,0.8634,0.8671
DPGate,lisa_signs,densenet121,0.55,0.000528,0.000914,0.002288,0.352941,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.8889,0.9081,0.9091
DPGate,lisa_signs,densenet121,0.575,0.000528,0.000914,0.002288,0.352941,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.8889,0.9081,0.9091
DPGate,lisa_signs,densenet121,0.6,0.000528,0.000914,0.002288,0.333333,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.8889,0.9081,0.9091
DPGate,lisa_signs,densenet121,0.625,0.000352,0.00046,0.001232,0.333333,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.9259,0.9537,0.951
DPGate,lisa_signs,densenet121,0.65,0.000352,0.00046,0.001232,0.313725,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.9259,0.9537,0.951
DPGate,lisa_signs,densenet121,0.675,0.000176,0.00046,0.001056,0.294118,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.963,0.9537,0.958
DPGate,lisa_signs,densenet121,0.7,0.000176,0.00046,0.001056,0.27451,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.963,0.9537,0.958
DPGate,lisa_signs,densenet121,0.725,0.000176,0.00046,0.001056,0.27451,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,0.963,0.9537,0.958
DPGate,lisa_signs,densenet121,0.75,0.0,0.0,0.0,0.254902,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.775,0.0,0.0,0.0,0.254902,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.8,0.0,0.0,0.0,0.215686,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.825,0.0,0.0,0.0,0.215686,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.85,0.0,0.0,0.0,0.196078,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.875,0.0,0.0,0.0,0.156863,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.9,0.0,0.0,0.0,0.137255,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.925,0.0,0.0,0.0,0.117647,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.95,0.0,0.0,0.0,0.078431,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,0.975,0.0,0.0,0.0,0.058824,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,densenet121,1.0,0.0,0.0,0.0,0.0,0.004752,0.00995,0.025167,0.411765,735.7,7.3,1894.0,17.0,1.0,1.0,1.0
DPGate,lisa_signs,resnet50,0.0,0.005716,0.008947,0.025545,0.539216,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.0,0.0,0.0
DPGate,lisa_signs,resnet50,0.01,0.00518,0.007536,0.022329,0.539216,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.0937,0.1577,0.1259
DPGate,lisa_signs,resnet50,0.02,0.00518,0.007536,0.022329,0.539216,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.0937,0.1577,0.1259
DPGate,lisa_signs,resnet50,0.03,0.005002,0.007536,0.021793,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.125,0.1577,0.1469
DPGate,lisa_signs,resnet50,0.04,0.004823,0.007067,0.020722,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.1563,0.2101,0.1888
DPGate,lisa_signs,resnet50,0.05,0.004823,0.007067,0.020722,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.1563,0.2101,0.1888
DPGate,lisa_signs,resnet50,0.06,0.004466,0.006593,0.019471,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.2187,0.2631,0.2378
DPGate,lisa_signs,resnet50,0.07,0.004466,0.006593,0.019471,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.2187,0.2631,0.2378
DPGate,lisa_signs,resnet50,0.08,0.004109,0.00565,0.017328,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.2812,0.3685,0.3217
DPGate,lisa_signs,resnet50,0.09,0.004109,0.00565,0.017328,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.2812,0.3685,0.3217
DPGate,lisa_signs,resnet50,0.1,0.004109,0.00565,0.017328,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.2812,0.3685,0.3217
DPGate,lisa_signs,resnet50,0.11,0.00393,0.005176,0.016256,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.3125,0.4215,0.3636
DPGate,lisa_signs,resnet50,0.12,0.003573,0.004708,0.014648,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.375,0.4738,0.4266
DPGate,lisa_signs,resnet50,0.13,0.003573,0.004708,0.014648,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.375,0.4738,0.4266
DPGate,lisa_signs,resnet50,0.14,0.003394,0.004708,0.014112,0.529412,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.4062,0.4738,0.4476
DPGate,lisa_signs,resnet50,0.15,0.003394,0.004708,0.014112,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.4062,0.4738,0.4476
DPGate,lisa_signs,resnet50,0.16,0.003215,0.004239,0.01304,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.4375,0.5262,0.4895
DPGate,lisa_signs,resnet50,0.17,0.003215,0.004239,0.01304,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.4375,0.5262,0.4895
DPGate,lisa_signs,resnet50,0.18,0.003037,0.003771,0.011969,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.4687,0.5786,0.5315
DPGate,lisa_signs,resnet50,0.19,0.003037,0.003771,0.011969,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.4687,0.5786,0.5315
DPGate,lisa_signs,resnet50,0.2,0.002858,0.003771,0.01179,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.5,0.5786,0.5385
DPGate,lisa_signs,resnet50,0.21,0.002858,0.003771,0.01179,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.5,0.5786,0.5385
DPGate,lisa_signs,resnet50,0.22,0.002858,0.003771,0.01179,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.5,0.5786,0.5385
DPGate,lisa_signs,resnet50,0.23,0.00268,0.003771,0.011611,0.519608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.5312,0.5786,0.5455
DPGate,lisa_signs,resnet50,0.24,0.00268,0.003771,0.011611,0.5,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.5312,0.5786,0.5455
DPGate,lisa_signs,resnet50,0.25,0.00268,0.003771,0.011611,0.5,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.5312,0.5786,0.5455
DPGate,lisa_signs,resnet50,0.26,0.002501,0.003302,0.010539,0.5,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.5625,0.6309,0.5874
DPGate,lisa_signs,resnet50,0.27,0.002144,0.002359,0.008396,0.5,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.625,0.7363,0.6713
DPGate,lisa_signs,resnet50,0.28,0.002144,0.002359,0.008396,0.5,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.625,0.7363,0.6713
DPGate,lisa_signs,resnet50,0.29,0.001965,0.002359,0.00786,0.490196,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.6562,0.7363,0.6923
DPGate,lisa_signs,resnet50,0.3,0.001965,0.002359,0.00786,0.490196,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.6562,0.7363,0.6923
DPGate,lisa_signs,resnet50,0.325,0.001965,0.002359,0.00786,0.470588,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.6562,0.7363,0.6923
DPGate,lisa_signs,resnet50,0.35,0.001786,0.002359,0.007681,0.470588,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.6875,0.7363,0.6993
DPGate,lisa_signs,resnet50,0.375,0.001429,0.001885,0.005716,0.470588,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.75,0.7893,0.7762
DPGate,lisa_signs,resnet50,0.4,0.000893,0.000942,0.003394,0.470588,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.8438,0.8947,0.8671
DPGate,lisa_signs,resnet50,0.425,0.000893,0.000942,0.003394,0.45098,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.8438,0.8947,0.8671
DPGate,lisa_signs,resnet50,0.45,0.000893,0.000942,0.003394,0.441176,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.8438,0.8947,0.8671
DPGate,lisa_signs,resnet50,0.475,0.000715,0.000474,0.002322,0.421569,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.875,0.947,0.9091
DPGate,lisa_signs,resnet50,0.5,0.000536,0.000474,0.002144,0.401961,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9063,0.947,0.9161
DPGate,lisa_signs,resnet50,0.525,0.000536,0.000474,0.002144,0.392157,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9063,0.947,0.9161
DPGate,lisa_signs,resnet50,0.55,0.000357,0.000474,0.001965,0.372549,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9375,0.947,0.9231
DPGate,lisa_signs,resnet50,0.575,0.000357,0.000474,0.001965,0.372549,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9375,0.947,0.9231
DPGate,lisa_signs,resnet50,0.6,0.000179,0.0,0.000893,0.352941,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.625,0.000179,0.0,0.000893,0.343137,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.65,0.000179,0.0,0.000893,0.323529,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.675,0.000179,0.0,0.000893,0.294118,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.7,0.000179,0.0,0.000893,0.264706,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.725,0.000179,0.0,0.000893,0.245098,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.75,0.000179,0.0,0.000893,0.22549,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.775,0.000179,0.0,0.000893,0.196078,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.8,0.000179,0.0,0.000893,0.176471,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.825,0.000179,0.0,0.000893,0.156863,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,0.9688,1.0,0.965
DPGate,lisa_signs,resnet50,0.85,0.0,0.0,0.0,0.137255,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,1.0,1.0,1.0
DPGate,lisa_signs,resnet50,0.875,0.0,0.0,0.0,0.117647,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,1.0,1.0,1.0
DPGate,lisa_signs,resnet50,0.9,0.0,0.0,0.0,0.088235,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,1.0,1.0,1.0
DPGate,lisa_signs,resnet50,0.925,0.0,0.0,0.0,0.068627,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,1.0,1.0,1.0
DPGate,lisa_signs,resnet50,0.95,0.0,0.0,0.0,0.04902,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,1.0,1.0,1.0
DPGate,lisa_signs,resnet50,0.975,0.0,0.0,0.0,0.019608,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,1.0,1.0,1.0
DPGate,lisa_signs,resnet50,1.0,0.0,0.0,0.0,0.0,0.005716,0.008947,0.025545,0.539216,708.7,6.3,1866.0,34.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.0,0.012951,0.00458,0.026508,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.0,0.0,0.0
DPGate,tt100k_signs,densenet121,0.01,0.012532,0.004498,0.025856,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.0324,0.018,0.0246
DPGate,tt100k_signs,densenet121,0.02,0.012113,0.004416,0.025204,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.0647,0.0358,0.0492
DPGate,tt100k_signs,densenet121,0.03,0.011693,0.004171,0.024086,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.0971,0.0893,0.0914
DPGate,tt100k_signs,densenet121,0.04,0.011274,0.004088,0.023433,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.1295,0.1073,0.116
DPGate,tt100k_signs,densenet121,0.05,0.010948,0.003925,0.022642,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.1547,0.1429,0.1459
DPGate,tt100k_signs,densenet121,0.06,0.010529,0.003844,0.021989,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.1871,0.1607,0.1705
DPGate,tt100k_signs,densenet121,0.07,0.010109,0.003762,0.021337,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.2194,0.1785,0.1951
DPGate,tt100k_signs,densenet121,0.08,0.00969,0.003762,0.020918,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.2518,0.1785,0.2109
DPGate,tt100k_signs,densenet121,0.09,0.009317,0.003599,0.020079,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.2806,0.2143,0.2425
DPGate,tt100k_signs,densenet121,0.1,0.008945,0.003517,0.019474,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.3094,0.2321,0.2654
DPGate,tt100k_signs,densenet121,0.11,0.008526,0.003271,0.018355,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.3417,0.2859,0.3076
DPGate,tt100k_signs,densenet121,0.12,0.008106,0.003189,0.017703,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.3741,0.3036,0.3322
DPGate,tt100k_signs,densenet121,0.13,0.007687,0.003107,0.017051,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.4065,0.3216,0.3568
DPGate,tt100k_signs,densenet121,0.14,0.007314,0.003025,0.016352,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.4353,0.3396,0.3831
DPGate,tt100k_signs,densenet121,0.15,0.006988,0.002943,0.015793,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.4604,0.3574,0.4042
DPGate,tt100k_signs,densenet121,0.16,0.006569,0.002943,0.015374,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.4928,0.3574,0.42
DPGate,tt100k_signs,densenet121,0.17,0.00615,0.002862,0.014722,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.5252,0.3752,0.4446
DPGate,tt100k_signs,densenet121,0.18,0.005777,0.002779,0.014116,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.554,0.3932,0.4675
DPGate,tt100k_signs,densenet121,0.19,0.005358,0.002698,0.013464,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.5863,0.411,0.4921
DPGate,tt100k_signs,densenet121,0.2,0.004985,0.002698,0.013091,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.6151,0.411,0.5062
DPGate,tt100k_signs,densenet121,0.21,0.004566,0.002616,0.012439,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.6475,0.4288,0.5308
DPGate,tt100k_signs,densenet121,0.22,0.004193,0.002371,0.011367,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.6763,0.4824,0.5712
DPGate,tt100k_signs,densenet121,0.23,0.003774,0.002206,0.010482,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.7086,0.5184,0.6046
DPGate,tt100k_signs,densenet121,0.24,0.003401,0.002041,0.009644,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.7374,0.5543,0.6362
DPGate,tt100k_signs,densenet121,0.25,0.002982,0.00196,0.008991,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.7698,0.5721,0.6608
DPGate,tt100k_signs,densenet121,0.26,0.002562,0.001795,0.008106,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.8022,0.6081,0.6942
DPGate,tt100k_signs,densenet121,0.27,0.00219,0.001713,0.007454,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.8309,0.6259,0.7188
DPGate,tt100k_signs,densenet121,0.28,0.001817,0.00155,0.006522,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.8597,0.6615,0.754
DPGate,tt100k_signs,densenet121,0.29,0.001584,0.001386,0.00573,0.521368,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.8777,0.6973,0.7838
DPGate,tt100k_signs,densenet121,0.3,0.001398,0.001223,0.005078,0.520299,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.8921,0.7329,0.8084
DPGate,tt100k_signs,densenet121,0.325,0.000885,0.000897,0.003447,0.518162,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9317,0.8041,0.8699
DPGate,tt100k_signs,densenet121,0.35,0.000512,0.00057,0.002143,0.510684,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9604,0.8755,0.9192
DPGate,tt100k_signs,densenet121,0.375,0.000419,0.000489,0.001817,0.50641,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9676,0.8932,0.9315
DPGate,tt100k_signs,densenet121,0.4,0.000233,0.000163,0.000699,0.494658,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.982,0.9644,0.9736
DPGate,tt100k_signs,densenet121,0.425,0.000233,0.000163,0.000699,0.480769,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.982,0.9644,0.9736
DPGate,tt100k_signs,densenet121,0.45,0.000233,0.000163,0.000699,0.462607,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.982,0.9644,0.9736
DPGate,tt100k_signs,densenet121,0.475,0.000233,0.000163,0.000699,0.445513,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.982,0.9644,0.9736
DPGate,tt100k_signs,densenet121,0.5,0.000233,0.000163,0.000699,0.426282,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.982,0.9644,0.9736
DPGate,tt100k_signs,densenet121,0.525,0.000186,0.000163,0.000652,0.409188,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9856,0.9644,0.9754
DPGate,tt100k_signs,densenet121,0.55,0.00014,0.000163,0.000606,0.392094,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9892,0.9644,0.9772
DPGate,tt100k_signs,densenet121,0.575,9.3e-05,8.1e-05,0.000326,0.372863,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9928,0.9822,0.9877
DPGate,tt100k_signs,densenet121,0.6,4.7e-05,0.0,4.7e-05,0.354701,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9964,1.0,0.9982
DPGate,tt100k_signs,densenet121,0.625,4.7e-05,0.0,4.7e-05,0.332265,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,0.9964,1.0,0.9982
DPGate,tt100k_signs,densenet121,0.65,0.0,0.0,0.0,0.310897,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.675,0.0,0.0,0.0,0.28953,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.7,0.0,0.0,0.0,0.268162,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.725,0.0,0.0,0.0,0.246795,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.75,0.0,0.0,0.0,0.225427,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.775,0.0,0.0,0.0,0.201923,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.8,0.0,0.0,0.0,0.180556,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.825,0.0,0.0,0.0,0.15812,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.85,0.0,0.0,0.0,0.134615,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.875,0.0,0.0,0.0,0.112179,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.9,0.0,0.0,0.0,0.089744,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.925,0.0,0.0,0.0,0.066239,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.95,0.0,0.0,0.0,0.044872,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,0.975,0.0,0.0,0.0,0.023504,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,densenet121,1.0,0.0,0.0,0.0,0.0,0.012951,0.00458,0.026508,0.521368,4075.0,18.7,7155.0,312.0,1.0,1.0,1.0
DPGate,tt100k_signs,resnet50,0.0,0.011875,0.004315,0.024257,0.386305,0.011875,0.004315,0.024257,0.386305,4092.7,17.7,7242.0,258.0,0.0,0.0,0.0
DPGate,tt100k_signs,resnet50,0.01,0.011461,0.004153,0.023382,0.386305,0.011875,0.004315,0.024257,0.386305,4092.7,17.7,7242.0,258.0,0.0349,0.0377,0.0361
DPGate,tt100k_signs,resnet50,0.02,0.011139,0.00399,0.0226,0.386305,0.011875,0.004315,0.024257,0.386305,4092.7,17.7,7242.0,258.0,0.062,0.0754,0.0683
DPGate,tt100k_signs,resnet50,0.03,0.010863,0.003908,0.022093,0.386305,0.011875,0.004315,0.024257,0.386305,4092.7,17.7,7242.0,258.0,0.0853,0.0943,0.0892
DPGate,tt100k_signs,resnet50,0.04,0.010494,0.003908,0.021725,0.386305,0.011875,0.004315,0.024257,0.386305,4092.7,17.7,7242.0,258.0,0.1163,0.0943,0.1044
