setting,seed,lambda,RR_held,Reg,CReg,method
lisa_signs/vgg16,202,1.0,0.027777777777777776,0.0,0.0,NN-Patching
lisa_signs/vgg16,202,2.0,0.0,0.0,0.0,NN-Patching
lisa_signs/vgg16,202,4.0,0.0,0.0,0.0,NN-Patching
lisa_signs/vgg16,303,0.5,0.05555555555555555,0.004291845493562232,0.005502063273727648,NN-Patching
lisa_signs/vgg16,303,1.0,0.05555555555555555,0.003218884120171674,0.0041265474552957355,NN-Patching
lisa_signs/vgg16,303,2.0,0.05555555555555555,0.002145922746781116,0.0041265474552957355,NN-Patching
lisa_signs/vgg16,303,4.0,0.05555555555555555,0.001072961373390558,0.002751031636863824,NN-Patching
gtsrb/resnet50,101,0.5,0.625,9.97307270370001e-05,0.0,PatchNAS
gtsrb/resnet50,101,1.0,0.625,9.97307270370001e-05,0.0,PatchNAS
gtsrb/resnet50,101,2.0,0.625,9.97307270370001e-05,0.0,PatchNAS
gtsrb/resnet50,101,4.0,0.625,0.0,0.0,PatchNAS
gtsrb/resnet50,202,0.5,0.7291666666666666,0.0002991921811110003,0.0,PatchNAS
gtsrb/resnet50,202,1.0,0.7291666666666666,9.97307270370001e-05,0.0,PatchNAS
gtsrb/resnet50,202,2.0,0.7083333333333334,9.97307270370001e-05,0.0,PatchNAS
gtsrb/resnet50,202,4.0,0.7083333333333334,9.97307270370001e-05,0.0,PatchNAS
gtsrb/resnet50,303,0.5,0.5625,0.0002991921811110003,0.0,PatchNAS
gtsrb/resnet50,303,1.0,0.5625,0.0001994614540740002,0.0,PatchNAS
gtsrb/resnet50,303,2.0,0.5416666666666666,9.97307270370001e-05,0.0,PatchNAS
gtsrb/resnet50,303,4.0,0.5416666666666666,9.97307270370001e-05,0.0,PatchNAS
gtsrb/convnext_tiny,101,0.5,0.8847926267281107,0.00040996207850773806,0.0005099439061703213,PatchNAS
gtsrb/convnext_tiny,101,1.0,0.8847926267281107,0.00030747155888080353,0.0005099439061703213,PatchNAS
gtsrb/convnext_tiny,101,2.0,0.880184331797235,0.00020498103925386903,0.0005099439061703213,PatchNAS
gtsrb/convnext_tiny,101,4.0,0.8525345622119815,0.00010249051962693452,0.0,PatchNAS
gtsrb/convnext_tiny,202,0.5,0.9354838709677419,0.0005124525981346726,0.0005159958720330237,PatchNAS
gtsrb/convnext_tiny,202,1.0,0.9354838709677419,0.00020498103925386903,0.0005159958720330237,PatchNAS
gtsrb/convnext_tiny,202,2.0,0.9308755760368663,0.00010249051962693452,0.0005159958720330237,PatchNAS
gtsrb/convnext_tiny,202,4.0,0.9078341013824884,0.0,0.0,PatchNAS
gtsrb/convnext_tiny,303,0.5,0.8986175115207373,0.0005124525981346726,0.0,PatchNAS
gtsrb/convnext_tiny,303,1.0,0.8940092165898618,0.0005124525981346726,0.0,PatchNAS
gtsrb/convnext_tiny,303,2.0,0.8940092165898618,0.0005124525981346726,0.0,PatchNAS
gtsrb/convnext_tiny,303,4.0,0.8847926267281107,0.0005124525981346726,0.0,PatchNAS
gtsrb/densenet121,101,0.5,0.7349397590361446,0.00030084235860409147,0.0005070993914807302,PatchNAS
gtsrb/densenet121,101,1.0,0.7228915662650602,0.00010028078620136381,0.0,PatchNAS
gtsrb/densenet121,101,2.0,0.6867469879518072,0.00010028078620136381,0.0,PatchNAS
gtsrb/densenet121,101,4.0,0.6626506024096386,0.0,0.0,PatchNAS
gtsrb/densenet121,202,0.5,0.6867469879518072,0.00010028078620136381,0.0005083884087442806,PatchNAS
gtsrb/densenet121,202,1.0,0.6746987951807228,0.00010028078620136381,0.0005083884087442806,PatchNAS
gtsrb/densenet121,202,2.0,0.6746987951807228,0.00010028078620136381,0.0005083884087442806,PatchNAS
gtsrb/densenet121,202,4.0,0.6506024096385542,0.00010028078620136381,0.0005083884087442806,PatchNAS
gtsrb/densenet121,303,0.5,0.7349397590361446,0.00020056157240272763,0.0,PatchNAS
gtsrb/densenet121,303,1.0,0.7228915662650602,0.0,0.0,PatchNAS
gtsrb/densenet121,303,2.0,0.7228915662650602,0.0,0.0,PatchNAS
gtsrb/densenet121,303,4.0,0.7228915662650602,0.0,0.0,PatchNAS
gtsrb/vgg16,101,0.5,0.6473684210526316,0.0015304560759106215,0.001544799176107106,PatchNAS
gtsrb/vgg16,101,1.0,0.6157894736842106,0.001020304050607081,0.0010298661174047373,PatchNAS
gtsrb/vgg16,101,2.0,0.5842105263157895,0.0009182736455463728,0.0010298661174047373,PatchNAS
gtsrb/vgg16,101,4.0,0.5368421052631579,0.0006121824303642485,0.0010298661174047373,PatchNAS
gtsrb/vgg16,202,0.5,0.5684210526315789,0.0009182736455463728,0.0010449320794148381,PatchNAS
gtsrb/vgg16,202,1.0,0.5631578947368421,0.00040812162024283236,0.0,PatchNAS
gtsrb/vgg16,202,2.0,0.5473684210526316,0.00040812162024283236,0.0,PatchNAS
gtsrb/vgg16,202,4.0,0.5421052631578948,0.00030609121518212427,0.0,PatchNAS
gtsrb/vgg16,303,0.5,0.6894736842105263,0.0019385776961534538,0.0015641293013555788,PatchNAS
gtsrb/vgg16,303,1.0,0.6789473684210526,0.0015304560759106215,0.0005213764337851929,PatchNAS
gtsrb/vgg16,303,2.0,0.6736842105263158,0.001122334455667789,0.0005213764337851929,PatchNAS
gtsrb/vgg16,303,4.0,0.6684210526315789,0.001122334455667789,0.0005213764337851929,PatchNAS
tt100k_signs/resnet50,101,0.5,0.4186046511627907,0.0019331676332504833,0.0012177301509985387,PatchNAS
tt100k_signs/resnet50,101,1.0,0.39147286821705424,0.0011046672190002762,0.0007306380905991232,PatchNAS
tt100k_signs/resnet50,101,2.0,0.34108527131782945,0.00041425020712510354,0.0,PatchNAS
tt100k_signs/resnet50,101,4.0,0.313953488372093,0.00013808340237503452,0.0,PatchNAS
tt100k_signs/resnet50,202,0.5,0.4689922480620155,0.0013808340237503453,0.00024551927326295114,PatchNAS
tt100k_signs/resnet50,202,1.0,0.45348837209302323,0.0012427506213753107,0.00024551927326295114,PatchNAS
tt100k_signs/resnet50,202,2.0,0.43023255813953487,0.0006904170118751726,0.0,PatchNAS
tt100k_signs/resnet50,202,4.0,0.3953488372093023,0.0005523336095001381,0.0,PatchNAS
tt100k_signs/resnet50,303,0.5,0.3449612403100775,0.00041425020712510354,0.000488162069807176,PatchNAS
tt100k_signs/resnet50,303,1.0,0.32558139534883723,0.00041425020712510354,0.000488162069807176,PatchNAS
tt100k_signs/resnet50,303,2.0,0.3062015503875969,0.00027616680475006904,0.000244081034903588,PatchNAS
tt100k_signs/resnet50,303,4.0,0.26744186046511625,0.00013808340237503452,0.0,PatchNAS
tt100k_signs/convnext_tiny,101,0.5,0.3623853211009174,0.0019162332329592116,0.0016986168405726766,PatchNAS
tt100k_signs/convnext_tiny,101,1.0,0.3440366972477064,0.0012318642211880647,0.0012132977432661976,PatchNAS
tt100k_signs/convnext_tiny,101,2.0,0.3119266055045872,0.0009581166164796058,0.0007279786459597186,PatchNAS
tt100k_signs/convnext_tiny,101,4.0,0.2981651376146789,0.0004106214070626882,0.0002426595486532395,PatchNAS
tt100k_signs/convnext_tiny,202,0.5,0.5137614678899083,0.0023268546400219,0.00218287654620422,PatchNAS
tt100k_signs/convnext_tiny,202,1.0,0.4954128440366973,0.0015056118258965235,0.001212709192335678,PatchNAS
tt100k_signs/convnext_tiny,202,2.0,0.45871559633027525,0.0012318642211880647,0.0009701673538685423,PatchNAS
tt100k_signs/convnext_tiny,202,4.0,0.40825688073394495,0.0010949904188338351,0.0007276255154014067,PatchNAS
tt100k_signs/convnext_tiny,303,0.5,0.44954128440366975,0.002053107035313441,0.001205109664979513,PatchNAS
tt100k_signs/convnext_tiny,303,1.0,0.43577981651376146,0.0010949904188338351,0.0009640877319836105,PatchNAS
tt100k_signs/convnext_tiny,303,2.0,0.41284403669724773,0.0008212428141253764,0.00048204386599180526,PatchNAS
tt100k_signs/convnext_tiny,303,4.0,0.3577981651376147,0.0001368738023542294,0.0,PatchNAS
tt100k_signs/densenet121,101,0.5,0.5480769230769231,0.003214535290006988,0.002202104232933692,PatchNAS
tt100k_signs/densenet121,101,1.0,0.5352564102564102,0.0020964360587002098,0.001223391240518718,PatchNAS
tt100k_signs/densenet121,101,2.0,0.483974358974359,0.0016771488469601676,0.0009787129924149743,PatchNAS
tt100k_signs/densenet121,101,4.0,0.46794871794871795,0.0009783368273934311,0.0007340347443112308,PatchNAS
tt100k_signs/densenet121,202,0.5,0.49038461538461536,0.0019566736547868622,0.001235483073881888,PatchNAS
tt100k_signs/densenet121,202,1.0,0.4775641025641026,0.0012578616352201257,0.0009883864591055103,PatchNAS
tt100k_signs/densenet121,202,2.0,0.4358974358974359,0.0005590496156533892,0.0004941932295527551,PatchNAS
tt100k_signs/densenet121,202,4.0,0.41346153846153844,0.0002795248078266946,0.0004941932295527551,PatchNAS
tt100k_signs/densenet121,303,0.5,0.5544871794871795,0.0025157232704402514,0.0014666340747983377,PatchNAS
tt100k_signs/densenet121,303,1.0,0.5384615384615384,0.0019566736547868622,0.0012221950623319481,PatchNAS
tt100k_signs/densenet121,303,2.0,0.5096153846153846,0.0015373864430468203,0.0009777560498655585,PatchNAS
tt100k_signs/densenet121,303,4.0,0.48717948717948717,0.0008385744234800838,0.0007333170373991689,PatchNAS
tt100k_signs/vgg16,101,0.5,0.2225609756097561,0.006732117812061711,0.003883495145631068,PatchNAS
tt100k_signs/vgg16,101,1.0,0.21036585365853658,0.004628330995792427,0.0024271844660194173,PatchNAS
tt100k_signs/vgg16,101,2.0,0.18902439024390244,0.0030855539971949507,0.0016990291262135922,PatchNAS
tt100k_signs/vgg16,101,4.0,0.16463414634146342,0.0021037868162692847,0.0012135922330097086,PatchNAS
tt100k_signs/vgg16,202,0.5,0.31402439024390244,0.008555399719495092,0.00813810110974106,PatchNAS
tt100k_signs/vgg16,202,1.0,0.28353658536585363,0.005610098176718092,0.005425400739827373,PatchNAS
tt100k_signs/vgg16,202,2.0,0.2652439024390244,0.0025245441795231417,0.0022194821208384712,PatchNAS
tt100k_signs/vgg16,202,4.0,0.23170731707317074,0.002244039270687237,0.0017262638717632551,PatchNAS
tt100k_signs/vgg16,303,0.5,0.25609756097560976,0.00546984572230014,0.004422604422604423,PatchNAS
tt100k_signs/vgg16,303,1.0,0.2347560975609756,0.004488078541374474,0.003931203931203931,PatchNAS
tt100k_signs/vgg16,303,2.0,0.21036585365853658,0.0032258064516129032,0.0031941031941031942,PatchNAS
tt100k_signs/vgg16,303,4.0,0.1951219512195122,0.0021037868162692847,0.0022113022113022115,PatchNAS
lisa_signs/resnet50,101,0.5,0.5588235294117647,0.0021436227224008574,0.004267425320056899,PatchNAS
lisa_signs/resnet50,101,1.0,0.5294117647058824,0.001607717041800643,0.002844950213371266,PatchNAS
lisa_signs/resnet50,101,2.0,0.4411764705882353,0.0010718113612004287,0.001422475106685633,PatchNAS
lisa_signs/resnet50,101,4.0,0.38235294117647056,0.0,0.0,PatchNAS
lisa_signs/resnet50,202,0.5,0.4411764705882353,0.006430868167202572,0.004213483146067416,PatchNAS
lisa_signs/resnet50,202,1.0,0.4411764705882353,0.005894962486602358,0.004213483146067416,PatchNAS
lisa_signs/resnet50,202,2.0,0.4411764705882353,0.0037513397642015005,0.004213483146067416,PatchNAS
lisa_signs/resnet50,202,4.0,0.38235294117647056,0.0026795284030010718,0.0028089887640449437,PatchNAS
lisa_signs/resnet50,303,0.5,0.29411764705882354,0.003215434083601286,0.0,PatchNAS
lisa_signs/resnet50,303,1.0,0.20588235294117646,0.0010718113612004287,0.0,PatchNAS
lisa_signs/resnet50,303,2.0,0.08823529411764706,0.0005359056806002144,0.0,PatchNAS
lisa_signs/resnet50,303,4.0,0.08823529411764706,0.0005359056806002144,0.0,PatchNAS
lisa_signs/convnext_tiny,101,0.5,0.42857142857142855,0.0026329647182727752,0.00398406374501992,PatchNAS
lisa_signs/convnext_tiny,101,1.0,0.42857142857142855,0.001579778830963665,0.0026560424966799467,PatchNAS
lisa_signs/convnext_tiny,101,2.0,0.42857142857142855,0.001579778830963665,0.0026560424966799467,PatchNAS
lisa_signs/convnext_tiny,101,4.0,0.2857142857142857,0.001579778830963665,0.0026560424966799467,PatchNAS
lisa_signs/convnext_tiny,202,0.5,0.5,0.0026329647182727752,0.006613756613756613,PatchNAS
lisa_signs/convnext_tiny,202,1.0,0.42857142857142855,0.0026329647182727752,0.006613756613756613,PatchNAS
lisa_signs/convnext_tiny,202,2.0,0.42857142857142855,0.0026329647182727752,0.006613756613756613,PatchNAS
lisa_signs/convnext_tiny,202,4.0,0.42857142857142855,0.00210637177461822,0.005291005291005291,PatchNAS
lisa_signs/convnext_tiny,303,0.5,0.35714285714285715,0.0,0.0,PatchNAS
lisa_signs/convnext_tiny,303,1.0,0.21428571428571427,0.0,0.0,PatchNAS
lisa_signs/convnext_tiny,303,2.0,0.21428571428571427,0.0,0.0,PatchNAS
lisa_signs/convnext_tiny,303,4.0,0.21428571428571427,0.0,0.0,PatchNAS
lisa_signs/densenet121,101,0.5,0.17647058823529413,0.0026399155227032735,0.004010695187165776,PatchNAS
lisa_signs/densenet121,101,1.0,0.17647058823529413,0.0015839493136219642,0.00267379679144385,PatchNAS
lisa_signs/densenet121,101,2.0,0.17647058823529413,0.0005279831045406547,0.001336898395721925,PatchNAS
lisa_signs/densenet121,101,4.0,0.17647058823529413,0.0,0.0,PatchNAS
lisa_signs/densenet121,202,0.5,0.29411764705882354,0.0015839493136219642,0.004143646408839779,PatchNAS
lisa_signs/densenet121,202,1.0,0.29411764705882354,0.0010559662090813093,0.0027624309392265192,PatchNAS
lisa_signs/densenet121,202,2.0,0.29411764705882354,0.0010559662090813093,0.0027624309392265192,PatchNAS
lisa_signs/densenet121,202,4.0,0.29411764705882354,0.0005279831045406547,0.0013812154696132596,PatchNAS
lisa_signs/densenet121,303,0.5,0.29411764705882354,0.0031678986272439284,0.005442176870748299,PatchNAS
lisa_signs/densenet121,303,1.0,0.29411764705882354,0.0021119324181626186,0.0027210884353741495,PatchNAS
lisa_signs/densenet121,303,2.0,0.23529411764705882,0.0010559662090813093,0.0,PatchNAS
lisa_signs/densenet121,303,4.0,0.17647058823529413,0.0010559662090813093,0.0,PatchNAS
lisa_signs/vgg16,101,0.5,0.2777777777777778,0.00536480686695279,0.008298755186721992,PatchNAS
lisa_signs/vgg16,101,1.0,0.2777777777777778,0.0037553648068669528,0.006915629322268326,PatchNAS
lisa_signs/vgg16,101,2.0,0.2777777777777778,0.002682403433476395,0.004149377593360996,PatchNAS
lisa_signs/vgg16,101,4.0,0.2777777777777778,0.002145922746781116,0.0027662517289073307,PatchNAS
lisa_signs/vgg16,202,0.5,0.3055555555555556,0.002145922746781116,0.0027359781121751026,PatchNAS
lisa_signs/vgg16,202,1.0,0.3055555555555556,0.001609442060085837,0.0013679890560875513,PatchNAS
lisa_signs/vgg16,202,2.0,0.3055555555555556,0.000536480686695279,0.0,PatchNAS
lisa_signs/vgg16,202,4.0,0.19444444444444445,0.0,0.0,PatchNAS
lisa_signs/vgg16,303,0.5,0.2777777777777778,0.003218884120171674,0.0068775790921595595,PatchNAS
lisa_signs/vgg16,303,1.0,0.2222222222222222,0.001072961373390558,0.001375515818431912,PatchNAS
lisa_signs/vgg16,303,2.0,0.2222222222222222,0.001072961373390558,0.001375515818431912,PatchNAS
lisa_signs/vgg16,303,4.0,0.16666666666666666,0.0,0.0,PatchNAS
