setting,seed,lambda,RR_held,Reg,CReg,method
tt100k_signs/resnet50,303,0.5,0.3488372093023256,0.0006904170118751726,0.0007320644216691069,DynaPatch
tt100k_signs/resnet50,303,1.0,0.34108527131782945,0.00027616680475006904,0.0002440214738897023,DynaPatch
tt100k_signs/resnet50,303,2.0,0.32558139534883723,0.00027616680475006904,0.0002440214738897023,DynaPatch
tt100k_signs/resnet50,303,4.0,0.29457364341085274,0.0,0.0,DynaPatch
tt100k_signs/vgg16,303,0.5,0.2926829268292683,0.0025245441795231417,0.0017199017199017199,DynaPatch
tt100k_signs/vgg16,303,1.0,0.2926829268292683,0.0015427769985974754,0.0007371007371007371,DynaPatch
tt100k_signs/vgg16,303,2.0,0.2926829268292683,0.0008415147265077139,0.0004914004914004914,DynaPatch
tt100k_signs/vgg16,303,4.0,0.28353658536585363,0.0005610098176718093,0.0004914004914004914,DynaPatch
gtsrb/resnet50,101,0.5,0.6458333333333334,0.0004986536351850005,0.0,NN-Patching
gtsrb/resnet50,101,1.0,0.6458333333333334,9.97307270370001e-05,0.0,NN-Patching
gtsrb/resnet50,101,2.0,0.625,9.97307270370001e-05,0.0,NN-Patching
gtsrb/resnet50,101,4.0,0.6041666666666666,0.0,0.0,NN-Patching
gtsrb/resnet50,202,0.5,0.6875,0.0002991921811110003,0.0,NN-Patching
gtsrb/resnet50,202,1.0,0.6666666666666666,0.0001994614540740002,0.0,NN-Patching
gtsrb/resnet50,202,2.0,0.6458333333333334,0.0001994614540740002,0.0,NN-Patching
gtsrb/resnet50,202,4.0,0.5833333333333334,9.97307270370001e-05,0.0,NN-Patching
gtsrb/resnet50,303,0.5,0.5833333333333334,0.0007978458162960008,0.0,NN-Patching
gtsrb/resnet50,303,1.0,0.5833333333333334,0.0004986536351850005,0.0,NN-Patching
gtsrb/resnet50,303,2.0,0.5833333333333334,0.0003989229081480004,0.0,NN-Patching
gtsrb/resnet50,303,4.0,0.5208333333333334,9.97307270370001e-05,0.0,NN-Patching
gtsrb/convnext_tiny,101,0.5,0.9216589861751152,0.00040996207850773806,0.0005099439061703213,NN-Patching
gtsrb/convnext_tiny,101,1.0,0.9216589861751152,0.00030747155888080353,0.0005099439061703213,NN-Patching
gtsrb/convnext_tiny,101,2.0,0.9078341013824884,0.00020498103925386903,0.0,NN-Patching
gtsrb/convnext_tiny,101,4.0,0.8894009216589862,0.00010249051962693452,0.0,NN-Patching
gtsrb/convnext_tiny,202,0.5,0.9539170506912442,0.0005124525981346726,0.0005159958720330237,NN-Patching
gtsrb/convnext_tiny,202,1.0,0.9539170506912442,0.00030747155888080353,0.0005159958720330237,NN-Patching
gtsrb/convnext_tiny,202,2.0,0.9400921658986175,0.00020498103925386903,0.0005159958720330237,NN-Patching
