method,setting,seed,n_classes_failed,RR_macro,RR_median_class,RR_p10_class,RR_iqr_class,repair_conc20,repair_spread,repair_spread_z,n_repaired,cov0.3,cov0.5,cov0.7,n_classes_est,Reg_overall,Reg_macro,Reg_max_class,n_classes_hit,frac_classes_hit,reg_conc20,reg_spread,reg_spread_z,n_regressed
FixedPatch,lisa_signs/vgg16,202,18,0.4907407407407407,0.41666666666666663,0.0,1.0,0.6,0.9494422027059102,-0.44010612950534184,15,0.5,0.0,0.0,2,0.011266094420600859,0.02056639673760498,0.5,8,0.1509433962264151,1.0,0.6322861094645327,-2.5356035463638795,21
FixedPatch,lisa_signs/vgg16,303,17,0.42156862745098034,0.5,0.0,0.5,0.42857142857142855,1.0956175298804782,0.8282635721110226,14,0.0,0.0,0.0,1,0.011266094420600859,0.015486616792791608,0.16666666666666666,13,0.24528301886792453,0.9047619047619048,1.025843361609785,0.17813009318539183,21
FixedPatch,tt100k_signs/convnext_tiny,101,87,0.20060386473429956,0.0,0.0,0.25,0.9047619047619048,0.5692364806335849,-6.239603853973282,63,0.45454545454545453,0.45454545454545453,0.36363636363636365,11,0.01642485628250753,0.05059638241821494,1.0,23,0.19327731092436976,1.0,0.5296488198042603,-5.951150607962846,120
FixedPatch,tt100k_signs/convnext_tiny,202,85,0.25410848954966603,0.0,0.0,0.5,0.868421052631579,0.6123490389522027,-5.691513226249149,76,0.5555555555555556,0.5555555555555556,0.5555555555555556,9,0.014645496851902546,0.05064917640330484,1.0,26,0.21666666666666667,0.9813084112149533,0.6418168353492965,-4.2548026612933905,107
FixedPatch,tt100k_signs/convnext_tiny,303,84,0.24277360066833753,0.0,0.0,0.5,0.855072463768116,0.646010288311999,-4.805705908762882,69,0.4444444444444444,0.4444444444444444,0.2222222222222222,9,0.015056118258965233,0.07362552261545335,1.0,25,0.211864406779661,0.990909090909091,0.6099792607051361,-4.64951909759917,110
FixedPatch,tt100k_signs/densenet121,101,92,0.20010094033250936,0.0,0.0,0.25,0.8571428571428571,0.7421150278293135,-3.2151097790310694,63,0.3157894736842105,0.15789473684210525,0.0,19,0.0040531097134870716,0.007635785333404964,0.2857142857142857,10,0.08928571428571429,1.0,0.527774112679773,-4.199388333461991,29
FixedPatch,tt100k_signs/densenet121,202,82,0.26093039751576336,0.0,0.0,0.4916666666666667,0.8055555555555556,0.8036970062286518,-2.55339261549443,72,0.3,0.1,0.05,20,0.0041928721174004195,0.005482386365830778,0.26,8,0.07207207207207207,1.0,0.4163955757970072,-5.2265237654213665,30
FixedPatch,tt100k_signs/densenet121,303,86,0.18842233602790517,0.0,0.0,0.3214285714285714,0.8307692307692308,0.7460698108180123,-3.2036373565390552,65,0.2777777777777778,0.05555555555555555,0.05555555555555555,18,0.0040531097134870716,0.01133875670630626,0.5,9,0.07964601769911504,1.0,0.47688435554378067,-4.604957392698391,29
FixedPatch,tt100k_signs/resnet50,101,91,0.21523677787414053,0.0,0.0,0.5,0.8307692307692308,0.7185332011892963,-3.77298297556431,65,0.4375,0.4375,0.1875,16,0.00856117094725214,0.016789868959864424,0.4897959183673469,13,0.1111111111111111,1.0,0.4289013526888816,-5.925476677932349,62
FixedPatch,tt100k_signs/resnet50,202,92,0.18851794340924774,0.0,0.0,0.3333333333333333,0.8695652173913043,0.6538717684809591,-4.715444875702764,69,0.46153846153846156,0.3076923076923077,0.07692307692307693,13,0.007180336923501795,0.01315202999824483,0.45454545454545453,15,0.1282051282051282,1.0,0.5446623093681917,-4.672279026187697,52
FixedPatch,tt100k_signs/resnet50,303,89,0.22316081142915248,0.0,0.0,0.5,0.8307692307692308,0.717555363107757,-3.816088064305024,65,0.35714285714285715,0.35714285714285715,0.14285714285714285,14,0.008285004142502071,0.02098212086457206,0.75,17,0.14655172413793102,1.0,0.570996725165841,-4.336332278552449,60
FixedPatch,tt100k_signs/vgg16,101,100,0.17085606060606057,0.0,0.0,0.2708333333333333,0.85,0.650241300482601,-5.799913007876086,80,0.47619047619047616,0.2857142857142857,0.14285714285714285,21,0.024684431977559606,0.08273554634367035,1.0,46,0.4,0.8636363636363636,0.9109361849596515,-1.2193320763469033,176
FixedPatch,tt100k_signs/vgg16,202,103,0.19365709802603007,0.0,0.0,0.3333333333333333,0.8645833333333334,0.612281649558797,-6.378286404168004,96,0.5714285714285714,0.38095238095238093,0.2857142857142857,21,0.023842917251051893,0.06800421839720051,1.0,42,0.358974358974359,0.888235294117647,0.8502454577660813,-2.243264325468675,170
FixedPatch,tt100k_signs/vgg16,303,102,0.20433006535947712,0.0,0.0,0.3333333333333333,0.8666666666666667,0.594850822567153,-7.207972270597535,90,0.4782608695652174,0.391304347826087,0.21739130434782608,23,0.026367461430575036,0.05792893940687335,1.0,45,0.391304347826087,0.8617021276595744,0.8632265490120852,-2.0828640775710907,188
FullFT,gtsrb/convnext_tiny,101,25,0.8550555555555556,1.0,0.5,0.11111111111111116,0.6262135922330098,0.9315512353179425,-3.1173596631026035,206,1.0,1.0,1.0,12,0.004202111304704314,0.00525735637041818,0.15748031496062992,6,0.13953488372093023,1.0,0.2693905039847345,-7.999194307423565,41
FullFT,gtsrb/convnext_tiny,202,23,0.8690758516845473,1.0,0.52,0.12380952380952381,0.6456310679611651,0.9666080843585236,-1.5279661904185764,206,1.0,1.0,0.8461538461538461,13,0.0033821871476888386,0.0029982713322419963,0.05555555555555555,6,0.13953488372093023,1.0,0.3032217308907138,-6.666508673926961,33
FullFT,gtsrb/convnext_tiny,303,25,0.7816450216450217,1.0,0.0,0.1428571428571429,0.6585365853658537,0.8155775308390254,-6.635728951696345,205,1.0,1.0,1.0,11,0.0033821871476888386,0.004125379148541344,0.10236220472440945,8,0.18604651162790697,1.0,0.4068141367912535,-5.604045783911718,33
FullFT,gtsrb/densenet121,101,22,0.7505411255411254,1.0,0.0,0.33333333333333337,0.5211267605633803,0.8646571394259638,-3.057458213056123,71,1.0,1.0,0.7142857142857143,7,0.0031087043722422786,0.007600610167706518,0.2077922077922078,9,0.20930232558139536,1.0,0.46978989951716044,-5.089772544869161,31
FullFT,gtsrb/densenet121,202,23,0.691304347826087,1.0,0.0,0.8,0.6923076923076923,0.8059736873296195,-3.530190501747886,65,1.0,0.8333333333333334,0.8333333333333334,6,0.00340954673084637,0.008866799895551534,0.2542372881355932,10,0.23255813953488372,0.9705882352941176,0.4997501249375312,-4.9557491851908,34
FullFT,gtsrb/densenet121,303,21,0.792063492063492,1.0,0.0,0.19999999999999996,0.581081081081081,0.894743382627066,-2.3843456808906804,74,1.0,1.0,1.0,7,0.003910950661853189,0.010247338861031203,0.17647058823529413,13,0.3023255813953488,0.8974358974358975,0.5935395502796484,-4.345013083491954,39
FullFT,gtsrb/resnet50,101,20,0.5583333333333333,0.6666666666666667,0.0,1.0,0.5806451612903226,0.78871530411042,-2.5675467419577176,31,1.0,1.0,1.0,2,0.004787074897776005,0.00981443975377309,0.13043478260869565,10,0.23255813953488372,0.9583333333333334,0.41580041580041577,-6.329406777675184,48
FullFT,gtsrb/resnet50,202,20,0.6852380952380952,1.0,0.0,0.75,0.5428571428571428,0.8786059452335626,-1.6026723652747235,35,1.0,1.0,0.75,4,0.0023935374488880026,0.004084121274799825,0.0603448275862069,10,0.23255813953488372,0.9583333333333334,0.6134028523232634,-3.4662656247970394,24
FullFT,gtsrb/resnet50,303,20,0.5983333333333334,0.9,0.0,1.0,0.5625,0.8492569002123143,-1.8497577682031308,32,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.004288421262591004,0.005763599261162385,0.12295081967213115,11,0.2558139534883721,0.9534883720930233,0.4824561403508772,-5.516790070103776,43
FullFT,gtsrb/vgg16,101,29,0.8148476045027768,0.9285714285714286,0.40000000000000013,0.16666666666666663,0.47904191616766467,0.9124407790840497,-3.783017946432916,167,1.0,1.0,0.8823529411764706,17,0.003162942556881951,0.004089596405535284,0.12658227848101267,9,0.20930232558139536,1.0,0.4753102719831001,-5.1609345073581165,31
FullFT,gtsrb/vgg16,202,29,0.7211557599488633,1.0,0.0,0.5,0.47878787878787876,0.8440302444170916,-6.680133582101532,165,1.0,0.9473684210526315,0.8421052631578947,19,0.0042852770125497396,0.004391175827983079,0.056818181818181816,13,0.3023255813953488,0.9047619047619048,0.5786135529097585,-4.606554893453988,42
FullFT,gtsrb/vgg16,303,30,0.805501443001443,1.0,0.0,0.1428571428571429,0.4682080924855491,0.8851817175929867,-4.471916026203641,173,1.0,1.0,0.9411764705882353,17,0.003775124987246199,0.004633775786874417,0.05,13,0.3023255813953488,0.8918918918918919,0.6175771971496437,-3.856356563360695,37
FullFT,lisa_signs/convnext_tiny,101,6,0.6190476190476191,0.8571428571428572,0.0,0.8214285714285714,0.625,0.9111617312072894,-0.4524800417493028,8,1.0,1.0,1.0,1,0.01263823064770932,0.01031343125341081,0.2857142857142857,8,0.1509433962264151,1.0,0.582771808413768,-3.073247000482638,24
FullFT,lisa_signs/convnext_tiny,202,8,0.5375,0.65,0.0,1.0,0.6666666666666666,0.8285004142502072,-1.1267485892322167,9,1.0,1.0,1.0,1,0.02632964718272775,0.034733827563607704,0.8888888888888888,6,0.11538461538461539,1.0,0.28790786948176583,-6.637047992046302,50
FullFT,lisa_signs/convnext_tiny,303,9,0.4444444444444444,0.0,0.0,1.0,0.75,0.653327888934259,-2.399425445807345,8,,,,0,0.00315955766192733,0.0028033498951600152,0.045454545454545456,6,0.1111111111111111,1.0,1.1846001974333662,1.105155394860128,6
FullFT,lisa_signs/densenet121,101,10,0.3833333333333333,0.25,0.0,0.6666666666666666,0.5555555555555556,0.7390983000739099,-1.9736075482222077,9,,,,0,0.006335797254487857,0.008724037289814865,0.13636363636363635,7,0.1346153846153846,1.0,0.8130081300813009,-1.2657561276547673,12
FullFT,lisa_signs/densenet121,202,11,0.6818181818181818,1.0,0.0,0.75,0.4166666666666667,0.8923591745677636,-1.1756278534001217,12,,,,0,0.005807814149947202,0.007858167099071537,0.16,6,0.11320754716981132,1.0,0.7359705611775529,-1.6091940040561215,11
FullFT,lisa_signs/densenet121,303,12,0.6388888888888888,1.0,0.0,1.0,0.45454545454545453,0.9243212016175621,-0.6958739296555146,11,,,,0,0.003695881731784583,0.002912258850563283,0.045454545454545456,6,0.11320754716981132,1.0,1.0398613518197575,0.23509813173056823,7
FullFT,lisa_signs/resnet50,101,13,0.6025641025641025,1.0,0.0,1.0,0.6785714285714286,0.6756756756756757,-4.3920865043681045,28,1.0,1.0,1.0,3,0.005894962486602358,0.01445335923878906,0.3333333333333333,8,0.15384615384615385,1.0,0.9750152346130408,-0.15395810436745974,11
FullFT,lisa_signs/resnet50,202,11,0.7803030303030302,1.0,0.5,0.33333333333333337,0.48148148148148145,0.9967605282830799,-0.03813136614452992,27,1.0,1.0,0.5,2,0.0026795284030010718,0.0038288489732997743,0.08333333333333333,5,0.09615384615384616,1.0,1.1520737327188941,0.9482915229778293,5
FullFT,lisa_signs/resnet50,303,17,0.696078431372549,1.0,0.0,0.5,0.44,0.971379011274935,-0.3671429015211829,25,1.0,1.0,1.0,1,0.003215434083601286,0.006764782620636621,0.16666666666666666,4,0.07547169811320754,1.0,0.7952286282306162,-1.1900558023507068,6
FullFT,lisa_signs/vgg16,101,21,0.6904761904761905,1.0,0.0,1.0,0.5555555555555556,0.873871249635887,-1.7430369928801615,27,1.0,1.0,1.0,1,0.004828326180257511,0.008421180356859969,0.16666666666666666,6,0.11538461538461539,1.0,0.846262341325811,-0.9780998321979777,9
FullFT,lisa_signs/vgg16,202,18,0.7305555555555556,1.0,0.0,0.5125,0.5185185185185185,0.9130931028860264,-1.1273992932185801,27,1.0,0.5,0.5,2,0.00536480686695279,0.009578471842622787,0.14285714285714285,6,0.11320754716981132,1.0,0.7784625364904314,-1.4498774270424042,10
FullFT,lisa_signs/vgg16,303,17,0.7352941176470589,1.0,0.0,0.5,0.4482758620689655,0.9123492994460736,-1.3119766074594845,29,1.0,1.0,1.0,1,0.008047210300429184,0.02275971336217645,0.625,9,0.16981132075471697,1.0,0.8928571428571429,-0.7291972745477574,15
FullFT,tt100k_signs/convnext_tiny,101,87,0.4500987601437377,0.5,0.0,1.0,0.7,0.722798923490965,-6.001876453395083,130,1.0,0.9090909090909091,0.9090909090909091,11,0.012592389816589104,0.04911269939127043,1.0,24,0.20168067226890757,1.0,0.6353828843735522,-4.347484068918839,92
FullFT,tt100k_signs/convnext_tiny,202,85,0.5196845148315736,0.6,0.0,1.0,0.7034482758620689,0.7131184073688902,-6.806345769211442,145,1.0,1.0,0.7777777777777778,9,0.013276758828360252,0.045403236900332454,1.0,23,0.19166666666666668,1.0,0.5976354423801481,-4.721832153649519,97
FullFT,tt100k_signs/convnext_tiny,303,84,0.530935292777398,0.625,0.0,1.0,0.7007299270072993,0.7747733787867049,-4.9785061447171035,137,0.8888888888888888,0.8888888888888888,0.8888888888888888,9,0.014098001642485628,0.048881180179514004,1.0,22,0.1864406779661017,1.0,0.5537028880639275,-5.305484328394712,103
FullFT,tt100k_signs/densenet121,101,92,0.48943690970864884,0.5,0.0,1.0,0.7259615384615384,0.7185466377440347,-6.3771654659002275,208,0.9473684210526315,0.8947368421052632,0.7368421052631579,19,0.020684835779175403,0.09408950115898176,1.0,32,0.2857142857142857,0.9324324324324325,0.6933535561453875,-4.116596674986834,148
FullFT,tt100k_signs/densenet121,202,82,0.4660183651037309,0.49242424242424243,0.0,1.0,0.7571428571428571,0.681330074798193,-7.659652043729143,210,0.85,0.8,0.7,20,0.01816911250873515,0.09146152721739619,1.0,35,0.3153153153153153,0.9,0.8022462896109106,-2.551471611627099,130
FullFT,tt100k_signs/densenet121,303,86,0.46593992248062016,0.5,0.0,1.0,0.74,0.6513966084893971,-8.777313836148766,200,0.8888888888888888,0.8333333333333334,0.7777777777777778,18,0.015793151642208247,0.061970553790374534,1.0,29,0.25663716814159293,0.9469026548672567,0.7158726240434461,-3.526148795534971,113
FullFT,tt100k_signs/resnet50,101,91,0.4207420784343861,0.2,0.0,1.0,0.7430555555555556,0.6884681583476765,-6.538045439333563,144,0.875,0.8125,0.625,16,0.01643192488262911,0.09444804242444169,1.0,34,0.2905982905982906,0.907563025210084,0.7937434341076223,-2.603853495888215,119
FullFT,tt100k_signs/resnet50,202,92,0.401371635610766,0.0,0.0,1.0,0.7746478873239436,0.6842545426898806,-6.180011625839557,142,0.9230769230769231,0.8461538461538461,0.7692307692307693,13,0.01311792322562828,0.055972307189924235,1.0,32,0.27350427350427353,0.9052631578947369,0.837586703311085,-1.9331273390019421,95
FullFT,tt100k_signs/resnet50,303,89,0.4060751266798855,0.0,0.0,1.0,0.7364341085271318,0.7067421595791672,-5.437008908751756,129,0.7142857142857143,0.6428571428571429,0.5,14,0.01463684065175366,0.08619680357085857,1.0,32,0.27586206896551724,0.9150943396226415,0.7935523868567885,-2.569839218874007,106
FullFT,tt100k_signs/vgg16,101,100,0.4463535353535352,0.5,0.0,0.8678571428571429,0.6463414634146342,0.8476856835306782,-3.5055344963070594,164,0.7619047619047619,0.7142857142857143,0.5714285714285714,21,0.01879382889200561,0.07439184065747213,1.0,39,0.3391304347826087,0.8805970149253731,0.8823529411764706,-1.4184162865339514,134
FullFT,tt100k_signs/vgg16,202,103,0.40327979284289966,0.3333333333333333,0.0,0.775,0.6804733727810651,0.7393475582074065,-6.7487720486868525,169,0.8571428571428571,0.7619047619047619,0.5714285714285714,21,0.021458625525946705,0.1265938572110281,1.0,47,0.4017094017094017,0.7973856209150327,0.9973474801061007,-0.039758995744980576,153
FullFT,tt100k_signs/vgg16,303,102,0.40434668817021757,0.3333333333333333,0.0,0.7875000000000001,0.6545454545454545,0.7667393747108203,-5.32162527434269,165,0.7391304347826086,0.6086956521739131,0.4782608695652174,23,0.01865357643758766,0.05096527745454837,1.0,34,0.2956521739130435,0.9172932330827067,0.7670614777213761,-2.8703404453701458,133
HeadFT,gtsrb/convnext_tiny,101,25,0.670838871214799,0.8888888888888888,0.0,0.5,0.6524064171122995,0.7875647668393783,-5.881196933129781,187,1.0,1.0,0.9166666666666666,12,0.0013323767551501487,0.0009130746065467134,0.028735632183908046,3,0.06976744186046512,1.0,0.2862595419847328,-6.368321862162637,13
HeadFT,gtsrb/convnext_tiny,202,23,0.6791488454906746,0.8,0.0,0.5,0.6931216931216931,0.8464194230983405,-4.81688126021148,189,1.0,0.9230769230769231,0.7692307692307693,13,0.0021523009121656245,0.002130834453848778,0.030612244897959183,7,0.16279069767441862,1.0,0.4676799732754301,-4.91162302580251,21
HeadFT,gtsrb/convnext_tiny,303,25,0.609090909090909,0.9166666666666666,0.0,1.0,0.6910994764397905,0.7093678280826204,-7.560052842855998,191,1.0,0.9090909090909091,0.8181818181818182,11,0.0016398483140309522,0.0017827701176127539,0.03333333333333333,6,0.13953488372093023,1.0,0.49271196879490864,-4.361621412977208,16
HeadFT,gtsrb/densenet121,101,22,0.4738816738816739,0.4642857142857143,0.0,0.9444444444444444,0.6086956521739131,0.857020425653478,-1.5748671798519518,46,0.8571428571428571,0.7142857142857143,0.2857142857142857,7,0.001704773365423185,0.003936925193052407,0.08823529411764706,7,0.16279069767441862,1.0,0.5414813382324501,-4.054567498881662,17
HeadFT,gtsrb/densenet121,202,23,0.481159420289855,0.6,0.0,1.0,0.6829268292682927,0.7451991974777873,-2.5697613039023195,41,0.8333333333333334,0.8333333333333334,0.16666666666666666,6,0.0013036502206177295,0.00240094275085358,0.07079646017699115,4,0.09302325581395349,1.0,0.38250059765718386,-5.3475739450782145,13
HeadFT,gtsrb/densenet121,303,21,0.4904761904761904,0.6,0.0,1.0,0.6086956521739131,0.8288928359976317,-1.9650772258102778,46,1.0,0.8571428571428571,0.14285714285714285,7,0.0037103890894504615,0.011768144913749407,0.4264705882352941,7,0.16279069767441862,1.0,0.3269882050683172,-7.270912833326852,37
HeadFT,gtsrb/resnet50,101,20,0.4125,0.41666666666666663,0.0,0.6875,0.5833333333333334,0.8305935282920921,-1.749444796840826,24,1.0,1.0,0.0,2,0.0035903061733320034,0.0061856817233146184,0.14492753623188406,10,0.23255813953488372,0.9722222222222222,0.4782400765184122,-5.211869339095602,36
HeadFT,gtsrb/resnet50,202,20,0.41595238095238096,0.30952380952380953,0.0,1.0,0.5652173913043478,0.8145131432802665,-1.6737328675297813,23,0.75,0.5,0.25,4,0.0022938067218510024,0.0034963271017106642,0.049586776859504134,9,0.20930232558139536,1.0,0.5620608899297425,-4.067460623648737,23
HeadFT,gtsrb/resnet50,303,20,0.3639285714285715,0.16666666666666666,0.0,0.6875,0.6,0.7832386919913844,-1.9576798249649794,20,0.6666666666666666,0.3333333333333333,0.0,3,0.004188690535554004,0.007642313774456767,0.06382978723404255,14,0.32558139534883723,0.8809523809523809,0.6233303650934995,-4.2629520888561485,42
HeadFT,gtsrb/vgg16,101,29,0.34275691036126604,0.3333333333333333,0.0,0.6,0.6144578313253012,0.7234726688102894,-4.5658130122642255,83,0.7058823529411765,0.5882352941176471,0.17647058823529413,17,0.006223854708703193,0.015844192004801697,0.4888888888888889,13,0.3023255813953488,0.9180327868852459,0.4883546205860255,-5.739839776939599,61
HeadFT,gtsrb/vgg16,202,29,0.3411286988873196,0.3333333333333333,0.0,0.6666666666666666,0.5730337078651685,0.6697527824288387,-6.119764635951535,89,0.7368421052631579,0.5263157894736842,0.2631578947368421,19,0.008570554025099479,0.01809683142919135,0.5227272727272727,20,0.46511627906976744,0.8571428571428571,0.6664445184938353,-4.337888145609889,84
HeadFT,gtsrb/vgg16,303,30,0.29142361995303173,0.20833333333333331,0.0,0.5870098039215687,0.6309523809523809,0.6797960611816455,-5.012089959539514,84,0.6470588235294118,0.47058823529411764,0.17647058823529413,17,0.005509641873278237,0.005854708158184377,0.07462686567164178,14,0.32558139534883723,0.9074074074074074,0.5502603910779208,-5.291166834886812,54
HeadFT,lisa_signs/convnext_tiny,101,6,0.047619047619047616,0.0,0.0,0.0,1.0,0.5961251862891207,-1.4494051172113511,2,0.0,0.0,0.0,1,0.00105318588730911,0.0009425621006622959,0.038461538461538464,2,0.03773584905660377,1.0,1.0389610389610389,0.28474739872574956,2
HeadFT,lisa_signs/convnext_tiny,202,8,0.15,0.0,0.0,0.05,1.0,0.7662835249042146,-1.0993221803693536,3,0.0,0.0,0.0,1,0.00105318588730911,0.000884453099642973,0.03333333333333333,2,0.038461538461538464,1.0,1.0430247718383312,0.2998637292684632,2
HeadFT,lisa_signs/convnext_tiny,303,9,0.16666666666666666,0.0,0.0,0.0,1.0,0.5734767025089607,-2.445951450046889,4,,,,0,0.000526592943654555,0.0005005005005005005,0.02702702702702703,1,0.018518518518518517,1.0,1.0,0.0,1
HeadFT,lisa_signs/densenet121,101,10,0.13333333333333333,0.0,0.0,0.0,1.0,0.554016620498615,-2.925339257625011,4,,,,0,0.0015839493136219642,0.0013477330385106153,0.045454545454545456,3,0.057692307692307696,1.0,1.068566340160285,0.48058402655862775,3
HeadFT,lisa_signs/densenet121,202,11,0.2424242424242424,0.0,0.0,0.5,0.6666666666666666,0.7615421227986673,-1.9355463046913768,6,,,,0,0.0005279831045406547,0.0004014452027298274,0.02127659574468085,1,0.018867924528301886,1.0,1.0,0.0,1
HeadFT,lisa_signs/densenet121,303,12,0.4166666666666667,0.16666666666666666,0.0,1.0,0.42857142857142855,0.9970918155380141,-0.022185806791804725,7,,,,0,0.003695881731784583,0.0032677191347703933,0.05555555555555555,5,0.09433962264150944,1.0,0.8665511265164645,-0.7870676584023353,7
HeadFT,lisa_signs/resnet50,101,13,0.5358974358974359,0.6666666666666666,0.0,1.0,0.68,0.7146047342563644,-2.9703585446818788,25,1.0,1.0,0.6666666666666666,3,0.004287245444801715,0.007348790831373372,0.16666666666666666,8,0.15384615384615385,1.0,1.2185833968012185,1.5119719662668818,8
HeadFT,lisa_signs/resnet50,202,11,0.4664502164502164,0.5,0.0,0.5238095238095238,0.55,0.8956059333893088,-0.8839185192113403,20,1.0,1.0,0.5,2,0.0026795284030010718,0.01081593506666606,0.3333333333333333,5,0.09615384615384616,1.0,1.1520737327188941,0.9482915229778293,5
HeadFT,lisa_signs/resnet50,303,17,0.5238095238095238,0.5,0.0,1.0,0.47058823529411764,1.073345259391771,0.6427469312229047,17,1.0,1.0,0.0,1,0.0021436227224008574,0.002436752790526375,0.08333333333333333,4,0.07547169811320754,1.0,1.1180992313067784,0.7002929431453668,4
HeadFT,lisa_signs/vgg16,101,21,0.5595238095238095,0.6666666666666666,0.0,1.0,0.47368421052631576,1.0524337530539372,0.48526582857193984,19,1.0,1.0,0.0,1,0.008583690987124463,0.022409876820605353,0.6666666666666666,10,0.19230769230769232,1.0,0.9445100354191263,-0.35972314089288654,16
HeadFT,lisa_signs/vgg16,202,18,0.5277777777777778,0.75,0.0,1.0,0.625,0.9086778736937755,-0.7847791350613272,16,0.5,0.5,0.0,2,0.008047210300429184,0.025619387671755787,1.0,6,0.11320754716981132,1.0,0.5973120955699353,-2.6121385010486806,15
HeadFT,lisa_signs/vgg16,303,17,0.29411764705882354,0.0,0.0,0.5,0.5384615384615384,0.8300907911802854,-1.3477965426098195,13,1.0,0.0,0.0,1,0.0075107296137339056,0.01359433870966911,0.3333333333333333,10,0.18867924528301888,1.0,1.033858878263117,0.22179858911705072,14
HeadFT,tt100k_signs/convnext_tiny,101,87,0.23272589895528425,0.0,0.0,0.41666666666666663,0.8888888888888888,0.5394750492789708,-7.277254534401331,81,0.6363636363636364,0.6363636363636364,0.5454545454545454,11,0.02025732274842595,0.07024935787348169,1.0,22,0.18487394957983194,1.0,0.4653130287648054,-7.4933395134165846,148
HeadFT,tt100k_signs/convnext_tiny,202,85,0.3221353156647274,0.0,0.0,1.0,0.8365384615384616,0.5871021007247041,-7.261576180622743,104,0.8888888888888888,0.6666666666666666,0.6666666666666666,9,0.017656720503695593,0.05622410093129381,1.0,26,0.21666666666666667,0.9844961240310077,0.583384753463847,-5.040300248883067,129
HeadFT,tt100k_signs/convnext_tiny,303,84,0.35055916305916307,0.0,0.0,0.8125,0.7982456140350878,0.6264137811031842,-6.817041064523668,114,0.7777777777777778,0.6666666666666666,0.6666666666666666,9,0.017519846701341362,0.07735188760579902,1.0,24,0.2033898305084746,1.0,0.5446190503205309,-5.568305726873562,128
HeadFT,tt100k_signs/densenet121,101,92,0.3101775109998172,0.0,0.0,0.8472222222222222,0.8791946308724832,0.5547850208044383,-7.4318809859063695,149,0.5789473684210527,0.5789473684210527,0.5263157894736842,19,0.01914744933612858,0.10154239763711471,1.0,32,0.2857142857142857,0.927007299270073,0.717770425615432,-3.5974686003159535,137
HeadFT,tt100k_signs/densenet121,202,82,0.31718917938430136,0.0,0.0,0.7944444444444445,0.8666666666666667,0.5820619102213599,-7.771160550340766,150,0.6,0.6,0.55,20,0.01774982529699511,0.09261617490537945,1.0,35,0.3153153153153153,0.8976377952755905,0.8120178643930167,-2.4262904064786452,127
HeadFT,tt100k_signs/densenet121,303,86,0.3367089209806468,0.0,0.0,0.8511904761904762,0.8116883116883117,0.5645388926972862,-8.856403828784575,154,0.6666666666666666,0.6666666666666666,0.5555555555555556,18,0.017330538085255066,0.07250129115722473,1.0,31,0.2743362831858407,0.9354838709677419,0.7303999528774223,-3.345718221052768,124
HeadFT,tt100k_signs/resnet50,101,91,0.28189887036040884,0.0,0.0,0.5,0.8,0.7170195242478562,-4.437344400667073,95,0.5,0.4375,0.3125,16,0.023612261806130904,0.11941990828774261,1.0,43,0.36752136752136755,0.8713450292397661,0.8538522637013503,-2.1609331506671734,171
HeadFT,tt100k_signs/resnet50,202,92,0.25451173222912354,0.0,0.0,0.5,0.85,0.6249408199981062,-6.123052847262496,100,0.6923076923076923,0.5384615384615384,0.5384615384615384,13,0.01988400994200497,0.08439218648424356,1.0,35,0.29914529914529914,0.9166666666666666,0.7474639615589962,-3.401645504547578,144
HeadFT,tt100k_signs/resnet50,303,89,0.2862965410883454,0.0,0.0,0.5,0.8117647058823529,0.709663953245669,-4.689886175691076,85,0.42857142857142855,0.42857142857142855,0.2857142857142857,14,0.01712234189450428,0.08466641411532852,1.0,37,0.31896551724137934,0.8870967741935484,0.8509170355890301,-1.8796019764536744,124
HeadFT,tt100k_signs/vgg16,101,100,0.22782683982683982,0.0,0.0,0.4464285714285714,0.7682926829268293,0.779532280631621,-3.2612161485066644,82,0.42857142857142855,0.3333333333333333,0.09523809523809523,21,0.014726507713884993,0.04903495337928009,1.0,24,0.20869565217391303,0.9904761904761905,0.6059075990911386,-4.92576097775857,105
HeadFT,tt100k_signs/vgg16,202,103,0.23166454185871663,0.0,0.0,0.45,0.8217821782178217,0.6602380331856486,-5.7361150287821365,101,0.5238095238095238,0.47619047619047616,0.19047619047619047,21,0.019495091164095372,0.06789836502390938,1.0,34,0.2905982905982906,0.920863309352518,0.7550521874306018,-3.2421409923519366,139
HeadFT,tt100k_signs/vgg16,303,102,0.20609114015976757,0.0,0.0,0.4,0.8620689655172413,0.6085674891836638,-6.0567701561303435,87,0.4782608695652174,0.34782608695652173,0.21739130434782608,23,0.017812061711079945,0.05673842049236596,1.0,30,0.2608695652173913,0.9448818897637795,0.6887842957180577,-4.019588303205269,127
LastDelta [internal],gtsrb/convnext_tiny,101,25,0.7125780016495817,0.9166666666666666,0.0,0.5,0.6507936507936508,0.8249123530624871,-5.413136318121785,189,1.0,1.0,0.9166666666666666,12,0.0013323767551501487,0.0010346146656329965,0.028735632183908046,3,0.06976744186046512,1.0,0.2862595419847328,-6.368321862162637,13
LastDelta [internal],gtsrb/convnext_tiny,202,23,0.683101414660635,0.8,0.0,0.5,0.6894736842105263,0.8449138410227904,-5.319354180592072,190,1.0,0.9230769230769231,0.7692307692307693,13,0.0020498103925386904,0.00189353022983359,0.024861878453038673,7,0.16279069767441862,1.0,0.48797490414778666,-4.498458971917887,20
