method,setting,seed,n_classes_failed,RR_macro,RR_median_class,RR_p10_class,RR_iqr_class,repair_conc20,repair_spread,repair_spread_z,n_repaired,cov0.3,cov0.5,cov0.7,n_classes_est,Reg_overall,Reg_macro,Reg_max_class,n_classes_hit,frac_classes_hit,reg_conc20,reg_spread,reg_spread_z,n_regressed
WeightedRetrain [internal],gtsrb/convnext_tiny,202,23,0.8342932429888953,1.0,0.5,0.19999999999999996,0.6456310679611651,0.922671353251318,-3.538448019916699,206,1.0,1.0,0.9230769230769231,13,0.00522701650097366,0.005751280363503163,0.15873015873015872,6,0.13953488372093023,1.0,0.2420574886535552,-8.317333898472892,51
WeightedRetrain [internal],gtsrb/convnext_tiny,303,25,0.8102164502164502,1.0,0.0,0.030303030303030276,0.6650246305418719,0.8595988538681949,-5.1412097549435885,203,1.0,1.0,0.9090909090909091,11,0.006661883775750743,0.008069497485681377,0.2204724409448819,9,0.20930232558139536,1.0,0.3305178112376056,-8.159152124219164,65
WeightedRetrain [internal],gtsrb/densenet121,101,22,0.7505411255411254,1.0,0.0,0.33333333333333337,0.5211267605633803,0.8646571394259638,-3.057458213056123,71,1.0,1.0,0.7142857142857143,7,0.003309265944645006,0.0085284574607042,0.2597402597402597,9,0.20930232558139536,1.0,0.45135406218655966,-5.531605583031559,33
WeightedRetrain [internal],gtsrb/densenet121,202,23,0.691304347826087,1.0,0.0,0.8,0.6923076923076923,0.8059736873296195,-3.530190501747886,65,1.0,0.8333333333333334,0.8333333333333334,6,0.00340954673084637,0.008457809660979905,0.2542372881355932,9,0.20930232558139536,1.0,0.4497751124437781,-5.4508290238712,34
WeightedRetrain [internal],gtsrb/densenet121,303,21,0.792063492063492,1.0,0.0,0.19999999999999996,0.581081081081081,0.894743382627066,-2.3843456808906804,74,1.0,1.0,1.0,7,0.004011231448054553,0.010850193598632861,0.20588235294117646,14,0.32558139534883723,0.875,0.6321968841724994,-3.7161284680516156,40
WeightedRetrain [internal],gtsrb/resnet50,101,20,0.5583333333333333,0.6666666666666667,0.0,1.0,0.5806451612903226,0.78871530411042,-2.5675467419577176,31,1.0,1.0,1.0,2,0.004886805624813005,0.010911612116042795,0.18181818181818182,11,0.2558139534883721,0.9591836734693877,0.44820209840073344,-5.875177847987769,49
WeightedRetrain [internal],gtsrb/resnet50,202,20,0.6923809523809524,1.0,0.0,0.75,0.5555555555555556,0.8685581933989578,-1.8552415064778558,36,1.0,1.0,1.0,4,0.002194075994814002,0.003581846945887018,0.0603448275862069,8,0.18604651162790697,1.0,0.5182186234817814,-3.9834323648138974,22
WeightedRetrain [internal],gtsrb/resnet50,303,20,0.5983333333333334,0.9,0.0,1.0,0.5625,0.8492569002123143,-1.8497577682031308,32,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.004388151989628004,0.005905403004781217,0.12295081967213115,11,0.2558139534883721,0.9545454545454546,0.4743935309973046,-5.785662444846018,44
WeightedRetrain [internal],gtsrb/vgg16,101,29,0.7916948951431709,0.9230769230769231,0.2666666666666667,0.19999999999999996,0.4817073170731707,0.9127611023345621,-3.5876294965640945,164,1.0,1.0,0.8823529411764706,17,0.004999489847974697,0.00652710522684623,0.17088607594936708,13,0.3023255813953488,0.9183673469387755,0.5331146196432233,-5.666511352244527,49
WeightedRetrain [internal],gtsrb/vgg16,202,29,0.7299132859477687,1.0,0.0,0.5,0.4727272727272727,0.8791981712678038,-5.1739027856863045,165,1.0,0.9473684210526315,0.8421052631578947,19,0.009182736455463728,0.013507840324187016,0.17613636363636365,19,0.4418604651162791,0.8444444444444444,0.6208135925502368,-5.157026561955797,90
WeightedRetrain [internal],gtsrb/vgg16,303,30,0.7421681096681098,0.9666666666666667,0.0,0.3416666666666667,0.47928994082840237,0.8198121263877028,-7.0846866315609365,169,1.0,1.0,0.8823529411764706,17,0.007244158759310274,0.013647102154450204,0.2391304347826087,13,0.3023255813953488,0.9154929577464789,0.46009555830826404,-6.667375363678171,71
WeightedRetrain [internal],lisa_signs/convnext_tiny,101,6,0.6190476190476191,0.8571428571428572,0.0,0.8214285714285714,0.625,0.9111617312072894,-0.4524800417493028,8,1.0,1.0,1.0,1,0.055818852027382834,0.06501241271760447,1.0,14,0.2641509433962264,0.9716981132075472,0.4793289394847214,-6.342272683937737,106
WeightedRetrain [internal],lisa_signs/convnext_tiny,202,8,0.4125,0.25,0.0,0.8500000000000001,0.75,0.7276034561164166,-1.723435969698855,8,1.0,1.0,1.0,1,0.0679304897314376,0.09542480719516962,1.0,24,0.46153846153846156,0.8837209302325582,0.753709664756222,-3.0885335739205813,129
WeightedRetrain [internal],lisa_signs/convnext_tiny,303,9,0.4444444444444444,0.0,0.0,1.0,0.75,0.653327888934259,-2.399425445807345,8,,,,0,0.03738809899947341,0.05400524720816843,1.0,14,0.25925925925925924,0.9577464788732394,0.5596082742080544,-4.454581828421774,71
WeightedRetrain [internal],lisa_signs/densenet121,101,10,0.3833333333333333,0.25,0.0,0.6666666666666666,0.5555555555555556,0.7390983000739099,-1.9736075482222077,9,,,,0,0.008447729672650475,0.008983083850048364,0.14285714285714285,8,0.15384615384615385,1.0,0.7597340930674265,-1.5723387179832997,16
WeightedRetrain [internal],lisa_signs/densenet121,202,11,0.45454545454545453,0.0,0.0,1.0,0.5555555555555556,0.691085003455425,-2.7309456741788805,9,,,,0,0.00897571277719113,0.009455178035428256,0.09090909090909091,10,0.18867924528301888,1.0,0.9088843444671666,-0.6098205174924223,17
WeightedRetrain [internal],lisa_signs/densenet121,303,12,0.5,0.5,0.0,1.0,0.375,1.0381905821282906,0.30972576347035924,8,,,,0,0.006335797254487857,0.02379086950926868,1.0,9,0.16981132075471697,1.0,1.0309278350515463,0.2081794509266509,12
WeightedRetrain [internal],lisa_signs/resnet50,101,13,0.5641025641025641,0.8333333333333334,0.0,1.0,0.7037037037037037,0.6856653096207413,-3.9734217242770495,27,1.0,1.0,1.0,3,0.00857449088960343,0.012488232126000424,0.16666666666666666,10,0.19230769230769232,1.0,0.9361104610344021,-0.41794206500571923,16
WeightedRetrain [internal],lisa_signs/resnet50,202,11,0.6338383838383838,0.6666666666666666,0.0,0.5,0.5,0.9365244536940688,-0.6349689839475307,24,1.0,1.0,0.5,2,0.02840300107181136,0.03366460898779771,0.8043478260869565,11,0.21153846153846154,0.9811320754716981,0.5161895823557016,-4.214698393499934,53
WeightedRetrain [internal],lisa_signs/resnet50,303,17,0.6176470588235294,0.6666666666666666,0.0,0.6666666666666667,0.4782608695652174,0.9499451954694921,-0.5563821668609901,23,1.0,1.0,1.0,1,0.005894962486602358,0.007345108794393196,0.16666666666666666,7,0.1320754716981132,1.0,0.8649984553599012,-0.7928032018757634,11
WeightedRetrain [internal],lisa_signs/vgg16,101,21,0.6071428571428571,1.0,0.0,1.0,0.6,0.8587639932525687,-1.6216422399686377,25,1.0,1.0,1.0,1,0.02145922746781116,0.049564245368642276,0.7142857142857143,14,0.2692307692307692,0.9,0.7541071909507137,-2.068434380199992,40
WeightedRetrain [internal],lisa_signs/vgg16,202,18,0.6851851851851852,1.0,0.0,0.5,0.5217391304347826,1.0095547142599604,0.10192477317047305,23,0.5,0.5,0.5,2,0.018240343347639486,0.035737501405165566,0.75,13,0.24528301886792453,0.9411764705882353,0.7626870049867995,-1.8305275754103028,34
WeightedRetrain [internal],lisa_signs/vgg16,303,17,0.5490196078431372,0.5,0.0,1.0,0.42857142857142855,0.9232544720138488,-0.8137791664609877,21,1.0,1.0,0.0,1,0.023605150214592276,0.06153852181015725,1.0,13,0.24528301886792453,0.9545454545454546,0.6752369822101025,-2.698468561013078,44
WeightedRetrain [internal],tt100k_signs/convnext_tiny,101,87,0.4377424383046572,0.25,0.0,1.0,0.7301587301587301,0.7040600797934757,-5.880074886961954,126,1.0,0.9090909090909091,0.8181818181818182,11,0.028880372296742403,0.08357784335662596,1.0,35,0.29411764705882354,0.9478672985781991,0.6311992786293958,-5.593301318289561,211
WeightedRetrain [internal],tt100k_signs/convnext_tiny,202,85,0.4640472599296128,0.5,0.0,1.0,0.7446808510638298,0.680194989230246,-6.759310848619583,141,1.0,1.0,0.7777777777777778,9,0.023952915411990145,0.08036230144936082,1.0,29,0.24166666666666667,0.9714285714285714,0.565329694429553,-6.389258638182984,175
WeightedRetrain [internal],tt100k_signs/convnext_tiny,303,84,0.5114177489177489,0.5,0.0,1.0,0.7253521126760564,0.7137162598230894,-6.313790401642044,142,1.0,0.8888888888888888,0.8888888888888888,9,0.04024089789214345,0.09647367214069093,1.0,30,0.2542372881355932,0.9795918367346939,0.473858790080556,-8.835232954655579,294
WeightedRetrain [internal],tt100k_signs/densenet121,101,92,0.4615326400652488,0.35416666666666663,0.0,1.0,0.7511737089201878,0.6686503293102871,-8.382076495861389,213,0.9473684210526315,0.8421052631578947,0.7894736842105263,19,0.02962962962962963,0.1265577831826984,1.0,50,0.44642857142857145,0.8584905660377359,0.9258401999814831,-1.1656548756733471,212
WeightedRetrain [internal],tt100k_signs/densenet121,202,82,0.44773153675592703,0.29166666666666663,0.0,1.0,0.7887323943661971,0.6176243520458807,-8.855205841471568,213,0.85,0.85,0.75,20,0.039412997903563944,0.11852557062365916,1.0,40,0.36036036036036034,0.9219858156028369,0.6641208699983397,-5.57190344314763,282
WeightedRetrain [internal],tt100k_signs/densenet121,303,86,0.44336009597637505,0.16666666666666666,0.0,1.0,0.7681159420289855,0.5988232426974898,-10.115404686702494,207,0.8888888888888888,0.8333333333333334,0.7777777777777778,18,0.033542976939203356,0.13168326503302394,1.0,44,0.3893805309734513,0.9083333333333333,0.7802456000354657,-3.4831226672164695,240
WeightedRetrain [internal],tt100k_signs/resnet50,101,91,0.3946476600322754,0.0,0.0,1.0,0.7724137931034483,0.6427023391375831,-7.79033439094653,145,0.875,0.875,0.625,16,0.029135597901132283,0.11973869076577805,1.0,46,0.39316239316239315,0.8909952606635071,0.8399908696644601,-2.435334701498291,211
WeightedRetrain [internal],tt100k_signs/resnet50,202,92,0.3706953071083506,0.0,0.0,1.0,0.7931034482758621,0.6297795771479983,-7.612651115476177,145,0.9230769230769231,0.7692307692307693,0.7692307692307693,13,0.024993095829881247,0.08535457787061106,1.0,45,0.38461538461538464,0.8784530386740331,0.868013695327193,-2.0057709815913447,181
WeightedRetrain [internal],tt100k_signs/resnet50,303,89,0.3501683819595254,0.0,0.0,1.0,0.7916666666666666,0.62402496099844,-6.916953967549346,120,0.6428571428571429,0.5714285714285714,0.5,14,0.022783761391880698,0.11356326703819578,1.0,42,0.3620689655172414,0.8848484848484849,0.8477997577714977,-2.205432717745579,165
WeightedRetrain [internal],tt100k_signs/vgg16,101,100,0.41661399711399705,0.3333333333333333,0.0,0.8472222222222222,0.6708860759493671,0.779407240283048,-4.877464636611288,158,0.7619047619047619,0.7619047619047619,0.42857142857142855,21,0.02833099579242637,0.12494835186357747,1.0,53,0.4608695652173913,0.8217821782178217,0.9921842092947069,-0.12188446593494527,202
WeightedRetrain [internal],tt100k_signs/vgg16,202,103,0.4073988848260692,0.3333333333333333,0.0,0.8166666666666667,0.7078651685393258,0.7111788424294376,-6.1746052200143895,178,0.9523809523809523,0.8571428571428571,0.5714285714285714,21,0.03955119214586255,0.20137644370214391,1.0,63,0.5384615384615384,0.7624113475177305,1.0348650979425897,0.5682268883712469,282
WeightedRetrain [internal],tt100k_signs/vgg16,303,102,0.3791288232464703,0.18333333333333335,0.0,0.8250000000000001,0.7116564417177914,0.7033842070338421,-6.509785439530003,163,0.7391304347826086,0.6521739130434783,0.5652173913043478,23,0.037727910238429176,0.1394889615198667,1.0,50,0.43478260869565216,0.8029739776951673,0.8308408109006314,-2.855160895791256,269
