method,setting,seed,kind,true_class,n_events,n_pool
FixedPatch,tt100k_signs/vgg16,303,regression,19,0,99
FixedPatch,tt100k_signs/vgg16,303,regression,20,2,32
FixedPatch,tt100k_signs/vgg16,303,regression,21,4,70
FixedPatch,tt100k_signs/vgg16,303,regression,22,5,410
FixedPatch,tt100k_signs/vgg16,303,regression,23,0,50
FixedPatch,tt100k_signs/vgg16,303,regression,25,0,22
FixedPatch,tt100k_signs/vgg16,303,regression,27,0,3
FixedPatch,tt100k_signs/vgg16,303,regression,28,0,9
FixedPatch,tt100k_signs/vgg16,303,regression,29,1,2
FixedPatch,tt100k_signs/vgg16,303,regression,30,0,30
FixedPatch,tt100k_signs/vgg16,303,regression,31,0,2
FixedPatch,tt100k_signs/vgg16,303,regression,34,0,5
FixedPatch,tt100k_signs/vgg16,303,regression,35,1,82
FixedPatch,tt100k_signs/vgg16,303,regression,37,1,10
FixedPatch,tt100k_signs/vgg16,303,regression,38,14,181
FixedPatch,tt100k_signs/vgg16,303,regression,39,0,36
FixedPatch,tt100k_signs/vgg16,303,regression,41,0,46
FixedPatch,tt100k_signs/vgg16,303,regression,42,0,1
FixedPatch,tt100k_signs/vgg16,303,regression,43,0,117
FixedPatch,tt100k_signs/vgg16,303,regression,44,0,28
FixedPatch,tt100k_signs/vgg16,303,regression,46,1,3
FixedPatch,tt100k_signs/vgg16,303,regression,47,0,18
FixedPatch,tt100k_signs/vgg16,303,regression,48,0,6
FixedPatch,tt100k_signs/vgg16,303,regression,50,1,13
FixedPatch,tt100k_signs/vgg16,303,regression,51,0,15
FixedPatch,tt100k_signs/vgg16,303,regression,53,0,15
FixedPatch,tt100k_signs/vgg16,303,regression,55,0,34
FixedPatch,tt100k_signs/vgg16,303,regression,57,0,4
FixedPatch,tt100k_signs/vgg16,303,regression,59,0,5
FixedPatch,tt100k_signs/vgg16,303,regression,61,1,5
FixedPatch,tt100k_signs/vgg16,303,regression,65,1,10
FixedPatch,tt100k_signs/vgg16,303,regression,68,0,3
FixedPatch,tt100k_signs/vgg16,303,regression,70,2,26
FixedPatch,tt100k_signs/vgg16,303,regression,71,0,12
FixedPatch,tt100k_signs/vgg16,303,regression,74,3,49
FixedPatch,tt100k_signs/vgg16,303,regression,76,2,31
FixedPatch,tt100k_signs/vgg16,303,regression,80,1,13
FixedPatch,tt100k_signs/vgg16,303,regression,81,0,167
FixedPatch,tt100k_signs/vgg16,303,regression,82,0,9
FixedPatch,tt100k_signs/vgg16,303,regression,83,0,61
FixedPatch,tt100k_signs/vgg16,303,regression,84,0,48
FixedPatch,tt100k_signs/vgg16,303,regression,85,2,43
FixedPatch,tt100k_signs/vgg16,303,regression,86,0,3
FixedPatch,tt100k_signs/vgg16,303,regression,88,4,169
FixedPatch,tt100k_signs/vgg16,303,regression,89,0,18
FixedPatch,tt100k_signs/vgg16,303,regression,91,4,362
FixedPatch,tt100k_signs/vgg16,303,regression,92,5,175
FixedPatch,tt100k_signs/vgg16,303,regression,93,1,275
FixedPatch,tt100k_signs/vgg16,303,regression,94,2,227
FixedPatch,tt100k_signs/vgg16,303,regression,96,2,35
FixedPatch,tt100k_signs/vgg16,303,regression,97,0,219
FixedPatch,tt100k_signs/vgg16,303,regression,98,0,11
FixedPatch,tt100k_signs/vgg16,303,regression,100,0,22
FixedPatch,tt100k_signs/vgg16,303,regression,102,1,20
FixedPatch,tt100k_signs/vgg16,303,regression,103,0,3
FixedPatch,tt100k_signs/vgg16,303,regression,105,2,40
FixedPatch,tt100k_signs/vgg16,303,regression,107,0,28
FixedPatch,tt100k_signs/vgg16,303,regression,109,0,4
FixedPatch,tt100k_signs/vgg16,303,regression,111,0,7
FixedPatch,tt100k_signs/vgg16,303,regression,112,0,5
FixedPatch,tt100k_signs/vgg16,303,regression,113,5,27
FixedPatch,tt100k_signs/vgg16,303,regression,114,0,2
FixedPatch,tt100k_signs/vgg16,303,regression,115,9,850
FixedPatch,tt100k_signs/vgg16,303,regression,116,0,616
FixedPatch,tt100k_signs/vgg16,303,regression,117,4,270
FixedPatch,tt100k_signs/vgg16,303,regression,120,0,15
FixedPatch,tt100k_signs/vgg16,303,regression,121,0,24
FixedPatch,tt100k_signs/vgg16,303,regression,122,0,50
FixedPatch,tt100k_signs/vgg16,303,regression,124,1,18
FixedPatch,tt100k_signs/vgg16,303,regression,125,0,29
FixedPatch,tt100k_signs/vgg16,303,regression,126,0,8
FixedPatch,tt100k_signs/vgg16,303,regression,127,0,6
FixedPatch,tt100k_signs/vgg16,303,regression,128,0,38
FixedPatch,tt100k_signs/vgg16,303,regression,131,0,1
FixedPatch,tt100k_signs/vgg16,303,regression,132,9,9
FixedPatch,tt100k_signs/vgg16,303,regression,134,0,2
FixedPatch,tt100k_signs/vgg16,303,regression,140,1,26
FixedPatch,tt100k_signs/vgg16,303,regression,141,0,3
FixedPatch,tt100k_signs/vgg16,303,regression,143,3,5
FixedPatch,tt100k_signs/vgg16,303,regression,145,0,6
FixedPatch,tt100k_signs/vgg16,303,regression,146,0,30
FixedPatch,tt100k_signs/vgg16,303,regression,147,0,32
FixedPatch,tt100k_signs/vgg16,303,regression,151,1,7
FixedPatch,tt100k_signs/vgg16,303,regression,152,0,39
FixedPatch,tt100k_signs/vgg16,303,regression,154,4,29
FixedPatch,tt100k_signs/vgg16,303,regression,155,0,7
FixedPatch,tt100k_signs/vgg16,303,regression,156,0,1
FixedPatch,tt100k_signs/vgg16,303,regression,159,0,1
FixedPatch,tt100k_signs/vgg16,303,regression,160,0,6
FixedPatch,tt100k_signs/vgg16,303,regression,163,0,8
FixedPatch,tt100k_signs/vgg16,303,regression,164,0,2
FixedPatch,tt100k_signs/vgg16,303,regression,165,0,16
FixedPatch,tt100k_signs/vgg16,303,regression,170,2,46
FixedPatch,tt100k_signs/vgg16,303,regression,172,5,100
FixedPatch,tt100k_signs/vgg16,303,regression,173,2,8
FixedPatch,tt100k_signs/vgg16,303,regression,174,51,51
FixedPatch,tt100k_signs/vgg16,303,regression,177,0,40
FixedPatch,tt100k_signs/vgg16,303,regression,180,2,22
FullFT,gtsrb/convnext_tiny,101,repair,0,1,1
FullFT,gtsrb/convnext_tiny,101,repair,1,0,1
FullFT,gtsrb/convnext_tiny,101,repair,3,3,4
FullFT,gtsrb/convnext_tiny,101,repair,4,1,1
FullFT,gtsrb/convnext_tiny,101,repair,5,8,10
FullFT,gtsrb/convnext_tiny,101,repair,6,8,8
FullFT,gtsrb/convnext_tiny,101,repair,7,4,4
FullFT,gtsrb/convnext_tiny,101,repair,10,12,12
FullFT,gtsrb/convnext_tiny,101,repair,11,23,23
FullFT,gtsrb/convnext_tiny,101,repair,13,2,2
FullFT,gtsrb/convnext_tiny,101,repair,14,1,1
FullFT,gtsrb/convnext_tiny,101,repair,18,15,16
FullFT,gtsrb/convnext_tiny,101,repair,21,3,3
FullFT,gtsrb/convnext_tiny,101,repair,22,10,10
FullFT,gtsrb/convnext_tiny,101,repair,24,1,2
FullFT,gtsrb/convnext_tiny,101,repair,25,33,33
FullFT,gtsrb/convnext_tiny,101,repair,28,8,9
FullFT,gtsrb/convnext_tiny,101,repair,30,17,17
FullFT,gtsrb/convnext_tiny,101,repair,31,1,1
FullFT,gtsrb/convnext_tiny,101,repair,35,6,6
FullFT,gtsrb/convnext_tiny,101,repair,36,1,1
FullFT,gtsrb/convnext_tiny,101,repair,38,2,4
FullFT,gtsrb/convnext_tiny,101,repair,40,0,2
FullFT,gtsrb/convnext_tiny,101,repair,41,5,5
FullFT,gtsrb/convnext_tiny,101,repair,42,41,41
FullFT,gtsrb/convnext_tiny,101,regression,0,0,45
FullFT,gtsrb/convnext_tiny,101,regression,1,1,572
FullFT,gtsrb/convnext_tiny,101,regression,2,0,585
FullFT,gtsrb/convnext_tiny,101,regression,3,0,355
FullFT,gtsrb/convnext_tiny,101,regression,4,3,542
FullFT,gtsrb/convnext_tiny,101,regression,5,0,485
FullFT,gtsrb/convnext_tiny,101,regression,6,0,95
FullFT,gtsrb/convnext_tiny,101,regression,7,0,356
FullFT,gtsrb/convnext_tiny,101,regression,8,13,348
FullFT,gtsrb/convnext_tiny,101,regression,9,0,381
FullFT,gtsrb/convnext_tiny,101,regression,10,0,507
FullFT,gtsrb/convnext_tiny,101,regression,11,0,303
FullFT,gtsrb/convnext_tiny,101,regression,12,0,573
FullFT,gtsrb/convnext_tiny,101,regression,13,0,578
FullFT,gtsrb/convnext_tiny,101,regression,14,0,211
FullFT,gtsrb/convnext_tiny,101,regression,15,0,170
FullFT,gtsrb/convnext_tiny,101,regression,16,0,117
FullFT,gtsrb/convnext_tiny,101,regression,17,0,296
FullFT,gtsrb/convnext_tiny,101,regression,18,0,273
FullFT,gtsrb/convnext_tiny,101,regression,19,0,44
FullFT,gtsrb/convnext_tiny,101,regression,20,0,72
FullFT,gtsrb/convnext_tiny,101,regression,21,0,67
FullFT,gtsrb/convnext_tiny,101,regression,22,0,87
FullFT,gtsrb/convnext_tiny,101,regression,23,20,127
FullFT,gtsrb/convnext_tiny,101,regression,24,0,67
FullFT,gtsrb/convnext_tiny,101,regression,25,1,337
FullFT,gtsrb/convnext_tiny,101,regression,26,3,143
FullFT,gtsrb/convnext_tiny,101,regression,27,0,46
FullFT,gtsrb/convnext_tiny,101,regression,28,0,107
FullFT,gtsrb/convnext_tiny,101,regression,29,0,73
FullFT,gtsrb/convnext_tiny,101,regression,30,0,84
FullFT,gtsrb/convnext_tiny,101,regression,31,0,216
FullFT,gtsrb/convnext_tiny,101,regression,32,0,52
FullFT,gtsrb/convnext_tiny,101,regression,33,0,162
FullFT,gtsrb/convnext_tiny,101,regression,34,0,93
FullFT,gtsrb/convnext_tiny,101,regression,35,0,297
FullFT,gtsrb/convnext_tiny,101,regression,36,0,97
FullFT,gtsrb/convnext_tiny,101,regression,37,0,46
FullFT,gtsrb/convnext_tiny,101,regression,38,0,566
FullFT,gtsrb/convnext_tiny,101,regression,39,0,71
FullFT,gtsrb/convnext_tiny,101,regression,40,0,67
FullFT,gtsrb/convnext_tiny,101,regression,41,0,38
FullFT,gtsrb/convnext_tiny,101,regression,42,0,6
FullFT,gtsrb/convnext_tiny,202,repair,3,4,4
FullFT,gtsrb/convnext_tiny,202,repair,4,1,1
FullFT,gtsrb/convnext_tiny,202,repair,5,7,11
FullFT,gtsrb/convnext_tiny,202,repair,6,6,6
FullFT,gtsrb/convnext_tiny,202,repair,7,4,5
FullFT,gtsrb/convnext_tiny,202,repair,10,18,18
FullFT,gtsrb/convnext_tiny,202,repair,11,21,21
FullFT,gtsrb/convnext_tiny,202,repair,13,1,2
FullFT,gtsrb/convnext_tiny,202,repair,14,1,1
FullFT,gtsrb/convnext_tiny,202,repair,18,20,21
FullFT,gtsrb/convnext_tiny,202,repair,21,3,5
FullFT,gtsrb/convnext_tiny,202,repair,22,6,6
FullFT,gtsrb/convnext_tiny,202,repair,24,1,2
FullFT,gtsrb/convnext_tiny,202,repair,25,29,29
FullFT,gtsrb/convnext_tiny,202,repair,28,5,5
FullFT,gtsrb/convnext_tiny,202,repair,30,20,20
FullFT,gtsrb/convnext_tiny,202,repair,31,3,3
FullFT,gtsrb/convnext_tiny,202,repair,35,4,4
FullFT,gtsrb/convnext_tiny,202,repair,36,1,1
FullFT,gtsrb/convnext_tiny,202,repair,38,2,2
FullFT,gtsrb/convnext_tiny,202,repair,40,0,1
FullFT,gtsrb/convnext_tiny,202,repair,41,6,6
FullFT,gtsrb/convnext_tiny,202,repair,42,43,43
FullFT,gtsrb/convnext_tiny,202,regression,0,0,45
FullFT,gtsrb/convnext_tiny,202,regression,1,0,569
FullFT,gtsrb/convnext_tiny,202,regression,2,1,606
FullFT,gtsrb/convnext_tiny,202,regression,3,0,341
FullFT,gtsrb/convnext_tiny,202,regression,4,2,526
FullFT,gtsrb/convnext_tiny,202,regression,5,6,484
FullFT,gtsrb/convnext_tiny,202,regression,6,0,108
FullFT,gtsrb/convnext_tiny,202,regression,7,0,349
FullFT,gtsrb/convnext_tiny,202,regression,8,15,362
FullFT,gtsrb/convnext_tiny,202,regression,9,0,380
FullFT,gtsrb/convnext_tiny,202,regression,10,0,498
FullFT,gtsrb/convnext_tiny,202,regression,11,0,306
FullFT,gtsrb/convnext_tiny,202,regression,12,0,553
FullFT,gtsrb/convnext_tiny,202,regression,13,0,571
FullFT,gtsrb/convnext_tiny,202,regression,14,0,217
FullFT,gtsrb/convnext_tiny,202,regression,15,0,170
FullFT,gtsrb/convnext_tiny,202,regression,16,0,120
FullFT,gtsrb/convnext_tiny,202,regression,17,0,291
FullFT,gtsrb/convnext_tiny,202,regression,18,0,281
FullFT,gtsrb/convnext_tiny,202,regression,19,0,53
FullFT,gtsrb/convnext_tiny,202,regression,20,0,68
FullFT,gtsrb/convnext_tiny,202,regression,21,0,64
FullFT,gtsrb/convnext_tiny,202,regression,22,0,89
FullFT,gtsrb/convnext_tiny,202,regression,23,7,126
FullFT,gtsrb/convnext_tiny,202,regression,24,0,68
FullFT,gtsrb/convnext_tiny,202,regression,25,0,339
FullFT,gtsrb/convnext_tiny,202,regression,26,2,142
FullFT,gtsrb/convnext_tiny,202,regression,27,0,42
FullFT,gtsrb/convnext_tiny,202,regression,28,0,111
FullFT,gtsrb/convnext_tiny,202,regression,29,0,72
FullFT,gtsrb/convnext_tiny,202,regression,30,0,87
FullFT,gtsrb/convnext_tiny,202,regression,31,0,212
FullFT,gtsrb/convnext_tiny,202,regression,32,0,49
FullFT,gtsrb/convnext_tiny,202,regression,33,0,169
FullFT,gtsrb/convnext_tiny,202,regression,34,0,101
FullFT,gtsrb/convnext_tiny,202,regression,35,0,299
FullFT,gtsrb/convnext_tiny,202,regression,36,0,98
FullFT,gtsrb/convnext_tiny,202,regression,37,0,52
FullFT,gtsrb/convnext_tiny,202,regression,38,0,546
FullFT,gtsrb/convnext_tiny,202,regression,39,0,78
FullFT,gtsrb/convnext_tiny,202,regression,40,0,69
FullFT,gtsrb/convnext_tiny,202,regression,41,0,36
FullFT,gtsrb/convnext_tiny,202,regression,42,0,10
FullFT,gtsrb/convnext_tiny,303,repair,0,1,1
FullFT,gtsrb/convnext_tiny,303,repair,1,0,1
FullFT,gtsrb/convnext_tiny,303,repair,3,3,3
FullFT,gtsrb/convnext_tiny,303,repair,4,0,1
FullFT,gtsrb/convnext_tiny,303,repair,5,10,14
FullFT,gtsrb/convnext_tiny,303,repair,6,8,8
FullFT,gtsrb/convnext_tiny,303,repair,7,6,7
FullFT,gtsrb/convnext_tiny,303,repair,10,12,12
FullFT,gtsrb/convnext_tiny,303,repair,11,14,14
FullFT,gtsrb/convnext_tiny,303,repair,13,0,1
FullFT,gtsrb/convnext_tiny,303,repair,14,1,1
FullFT,gtsrb/convnext_tiny,303,repair,18,22,22
FullFT,gtsrb/convnext_tiny,303,repair,21,2,2
FullFT,gtsrb/convnext_tiny,303,repair,22,8,8
FullFT,gtsrb/convnext_tiny,303,repair,25,32,33
FullFT,gtsrb/convnext_tiny,303,repair,28,4,4
FullFT,gtsrb/convnext_tiny,303,repair,30,23,23
FullFT,gtsrb/convnext_tiny,303,repair,31,4,4
FullFT,gtsrb/convnext_tiny,303,repair,35,4,4
FullFT,gtsrb/convnext_tiny,303,repair,36,0,1
FullFT,gtsrb/convnext_tiny,303,repair,38,1,1
FullFT,gtsrb/convnext_tiny,303,repair,39,1,1
FullFT,gtsrb/convnext_tiny,303,repair,40,0,2
FullFT,gtsrb/convnext_tiny,303,repair,41,5,5
FullFT,gtsrb/convnext_tiny,303,repair,42,44,44
FullFT,gtsrb/convnext_tiny,303,regression,0,0,45
FullFT,gtsrb/convnext_tiny,303,regression,1,0,562
FullFT,gtsrb/convnext_tiny,303,regression,2,2,608
FullFT,gtsrb/convnext_tiny,303,regression,3,0,338
FullFT,gtsrb/convnext_tiny,303,regression,4,1,524
FullFT,gtsrb/convnext_tiny,303,regression,5,1,482
FullFT,gtsrb/convnext_tiny,303,regression,6,0,94
FullFT,gtsrb/convnext_tiny,303,regression,7,0,340
FullFT,gtsrb/convnext_tiny,303,regression,8,13,364
FullFT,gtsrb/convnext_tiny,303,regression,9,0,392
FullFT,gtsrb/convnext_tiny,303,regression,10,0,520
FullFT,gtsrb/convnext_tiny,303,regression,11,0,301
FullFT,gtsrb/convnext_tiny,303,regression,12,0,557
FullFT,gtsrb/convnext_tiny,303,regression,13,0,587
FullFT,gtsrb/convnext_tiny,303,regression,14,0,215
FullFT,gtsrb/convnext_tiny,303,regression,15,0,166
FullFT,gtsrb/convnext_tiny,303,regression,16,0,123
FullFT,gtsrb/convnext_tiny,303,regression,17,0,285
FullFT,gtsrb/convnext_tiny,303,regression,18,0,275
FullFT,gtsrb/convnext_tiny,303,regression,19,0,53
FullFT,gtsrb/convnext_tiny,303,regression,20,0,71
FullFT,gtsrb/convnext_tiny,303,regression,21,0,63
FullFT,gtsrb/convnext_tiny,303,regression,22,0,78
FullFT,gtsrb/convnext_tiny,303,regression,23,13,127
FullFT,gtsrb/convnext_tiny,303,regression,24,0,72
FullFT,gtsrb/convnext_tiny,303,regression,25,0,336
FullFT,gtsrb/convnext_tiny,303,regression,26,1,142
FullFT,gtsrb/convnext_tiny,303,regression,27,0,48
FullFT,gtsrb/convnext_tiny,303,regression,28,0,116
FullFT,gtsrb/convnext_tiny,303,regression,29,0,77
FullFT,gtsrb/convnext_tiny,303,regression,30,0,87
FullFT,gtsrb/convnext_tiny,303,regression,31,0,225
FullFT,gtsrb/convnext_tiny,303,regression,32,0,45
FullFT,gtsrb/convnext_tiny,303,regression,33,0,161
FullFT,gtsrb/convnext_tiny,303,regression,34,0,101
FullFT,gtsrb/convnext_tiny,303,regression,35,0,304
FullFT,gtsrb/convnext_tiny,303,regression,36,1,90
FullFT,gtsrb/convnext_tiny,303,regression,37,0,53
FullFT,gtsrb/convnext_tiny,303,regression,38,0,546
FullFT,gtsrb/convnext_tiny,303,regression,39,1,72
FullFT,gtsrb/convnext_tiny,303,regression,40,0,68
FullFT,gtsrb/convnext_tiny,303,regression,41,0,39
FullFT,gtsrb/convnext_tiny,303,regression,42,0,5
FullFT,gtsrb/densenet121,101,repair,1,2,2
FullFT,gtsrb/densenet121,101,repair,2,0,1
FullFT,gtsrb/densenet121,101,repair,3,4,7
FullFT,gtsrb/densenet121,101,repair,4,1,1
FullFT,gtsrb/densenet121,101,repair,6,2,2
FullFT,gtsrb/densenet121,101,repair,8,9,9
FullFT,gtsrb/densenet121,101,repair,11,3,3
FullFT,gtsrb/densenet121,101,repair,12,1,1
FullFT,gtsrb/densenet121,101,repair,18,3,4
FullFT,gtsrb/densenet121,101,repair,21,2,2
FullFT,gtsrb/densenet121,101,repair,22,0,1
FullFT,gtsrb/densenet121,101,repair,24,1,1
FullFT,gtsrb/densenet121,101,repair,25,6,7
FullFT,gtsrb/densenet121,101,repair,26,0,1
FullFT,gtsrb/densenet121,101,repair,27,9,9
FullFT,gtsrb/densenet121,101,repair,30,2,2
FullFT,gtsrb/densenet121,101,repair,31,10,10
FullFT,gtsrb/densenet121,101,repair,35,4,6
FullFT,gtsrb/densenet121,101,repair,38,1,1
FullFT,gtsrb/densenet121,101,repair,39,2,3
FullFT,gtsrb/densenet121,101,repair,40,0,1
FullFT,gtsrb/densenet121,101,repair,41,9,9
FullFT,gtsrb/densenet121,101,regression,0,0,46
FullFT,gtsrb/densenet121,101,regression,1,0,582
FullFT,gtsrb/densenet121,101,regression,2,0,605
FullFT,gtsrb/densenet121,101,regression,3,1,356
FullFT,gtsrb/densenet121,101,regression,4,0,522
FullFT,gtsrb/densenet121,101,regression,5,0,499
FullFT,gtsrb/densenet121,101,regression,6,0,127
FullFT,gtsrb/densenet121,101,regression,7,0,353
FullFT,gtsrb/densenet121,101,regression,8,0,338
FullFT,gtsrb/densenet121,101,regression,9,0,392
FullFT,gtsrb/densenet121,101,regression,10,0,524
FullFT,gtsrb/densenet121,101,regression,11,0,329
FullFT,gtsrb/densenet121,101,regression,12,0,552
FullFT,gtsrb/densenet121,101,regression,13,0,589
FullFT,gtsrb/densenet121,101,regression,14,0,213
FullFT,gtsrb/densenet121,101,regression,15,0,160
FullFT,gtsrb/densenet121,101,regression,16,0,113
FullFT,gtsrb/densenet121,101,regression,17,0,289
FullFT,gtsrb/densenet121,101,regression,18,3,305
FullFT,gtsrb/densenet121,101,regression,19,0,48
FullFT,gtsrb/densenet121,101,regression,20,0,73
FullFT,gtsrb/densenet121,101,regression,21,0,68
FullFT,gtsrb/densenet121,101,regression,22,3,91
FullFT,gtsrb/densenet121,101,regression,23,3,114
FullFT,gtsrb/densenet121,101,regression,24,16,77
FullFT,gtsrb/densenet121,101,regression,25,0,374
FullFT,gtsrb/densenet121,101,regression,26,1,145
FullFT,gtsrb/densenet121,101,regression,27,0,34
FullFT,gtsrb/densenet121,101,regression,28,0,113
FullFT,gtsrb/densenet121,101,regression,29,2,73
FullFT,gtsrb/densenet121,101,regression,30,0,115
FullFT,gtsrb/densenet121,101,regression,31,0,204
FullFT,gtsrb/densenet121,101,regression,32,0,47
FullFT,gtsrb/densenet121,101,regression,33,0,169
FullFT,gtsrb/densenet121,101,regression,34,0,90
FullFT,gtsrb/densenet121,101,regression,35,1,296
FullFT,gtsrb/densenet121,101,regression,36,1,106
FullFT,gtsrb/densenet121,101,regression,37,0,48
FullFT,gtsrb/densenet121,101,regression,38,0,559
FullFT,gtsrb/densenet121,101,regression,39,0,66
FullFT,gtsrb/densenet121,101,regression,40,0,67
FullFT,gtsrb/densenet121,101,regression,41,0,34
FullFT,gtsrb/densenet121,101,regression,42,0,67
FullFT,gtsrb/densenet121,202,repair,1,0,4
FullFT,gtsrb/densenet121,202,repair,2,2,2
FullFT,gtsrb/densenet121,202,repair,3,5,5
FullFT,gtsrb/densenet121,202,repair,4,1,1
FullFT,gtsrb/densenet121,202,repair,6,0,4
FullFT,gtsrb/densenet121,202,repair,7,0,1
FullFT,gtsrb/densenet121,202,repair,8,10,10
FullFT,gtsrb/densenet121,202,repair,11,0,3
FullFT,gtsrb/densenet121,202,repair,12,1,1
FullFT,gtsrb/densenet121,202,repair,13,1,1
FullFT,gtsrb/densenet121,202,repair,16,1,1
FullFT,gtsrb/densenet121,202,repair,18,2,5
FullFT,gtsrb/densenet121,202,repair,21,1,1
FullFT,gtsrb/densenet121,202,repair,25,8,8
FullFT,gtsrb/densenet121,202,repair,26,2,2
FullFT,gtsrb/densenet121,202,repair,27,3,3
FullFT,gtsrb/densenet121,202,repair,30,2,2
FullFT,gtsrb/densenet121,202,repair,31,10,10
FullFT,gtsrb/densenet121,202,repair,33,0,1
FullFT,gtsrb/densenet121,202,repair,35,3,3
FullFT,gtsrb/densenet121,202,repair,39,1,2
FullFT,gtsrb/densenet121,202,repair,40,0,1
FullFT,gtsrb/densenet121,202,repair,41,12,12
FullFT,gtsrb/densenet121,202,regression,0,0,51
FullFT,gtsrb/densenet121,202,regression,1,0,578
FullFT,gtsrb/densenet121,202,regression,2,0,622
FullFT,gtsrb/densenet121,202,regression,3,0,366
FullFT,gtsrb/densenet121,202,regression,4,1,530
FullFT,gtsrb/densenet121,202,regression,5,3,491
FullFT,gtsrb/densenet121,202,regression,6,5,113
FullFT,gtsrb/densenet121,202,regression,7,0,358
FullFT,gtsrb/densenet121,202,regression,8,0,343
FullFT,gtsrb/densenet121,202,regression,9,0,365
FullFT,gtsrb/densenet121,202,regression,10,1,523
FullFT,gtsrb/densenet121,202,regression,11,3,323
FullFT,gtsrb/densenet121,202,regression,12,0,553
FullFT,gtsrb/densenet121,202,regression,13,0,586
FullFT,gtsrb/densenet121,202,regression,14,0,220
FullFT,gtsrb/densenet121,202,regression,15,0,172
FullFT,gtsrb/densenet121,202,regression,16,0,113
FullFT,gtsrb/densenet121,202,regression,17,0,285
FullFT,gtsrb/densenet121,202,regression,18,2,308
FullFT,gtsrb/densenet121,202,regression,19,0,48
FullFT,gtsrb/densenet121,202,regression,20,0,68
FullFT,gtsrb/densenet121,202,regression,21,0,71
FullFT,gtsrb/densenet121,202,regression,22,0,96
FullFT,gtsrb/densenet121,202,regression,23,0,117
FullFT,gtsrb/densenet121,202,regression,24,15,59
FullFT,gtsrb/densenet121,202,regression,25,0,366
FullFT,gtsrb/densenet121,202,regression,26,0,143
FullFT,gtsrb/densenet121,202,regression,27,0,40
FullFT,gtsrb/densenet121,202,regression,28,0,115
FullFT,gtsrb/densenet121,202,regression,29,0,75
FullFT,gtsrb/densenet121,202,regression,30,0,123
FullFT,gtsrb/densenet121,202,regression,31,0,192
FullFT,gtsrb/densenet121,202,regression,32,0,48
FullFT,gtsrb/densenet121,202,regression,33,0,173
FullFT,gtsrb/densenet121,202,regression,34,0,94
FullFT,gtsrb/densenet121,202,regression,35,0,309
FullFT,gtsrb/densenet121,202,regression,36,2,91
FullFT,gtsrb/densenet121,202,regression,37,1,48
FullFT,gtsrb/densenet121,202,regression,38,0,557
FullFT,gtsrb/densenet121,202,regression,39,0,65
FullFT,gtsrb/densenet121,202,regression,40,0,72
FullFT,gtsrb/densenet121,202,regression,41,0,32
FullFT,gtsrb/densenet121,202,regression,42,1,70
FullFT,gtsrb/densenet121,303,repair,1,1,1
FullFT,gtsrb/densenet121,303,repair,2,1,2
FullFT,gtsrb/densenet121,303,repair,3,5,5
FullFT,gtsrb/densenet121,303,repair,4,1,1
FullFT,gtsrb/densenet121,303,repair,6,2,2
FullFT,gtsrb/densenet121,303,repair,7,1,1
FullFT,gtsrb/densenet121,303,repair,8,6,6
FullFT,gtsrb/densenet121,303,repair,11,0,3
FullFT,gtsrb/densenet121,303,repair,12,1,1
FullFT,gtsrb/densenet121,303,repair,13,0,1
FullFT,gtsrb/densenet121,303,repair,16,2,2
FullFT,gtsrb/densenet121,303,repair,18,3,3
FullFT,gtsrb/densenet121,303,repair,21,1,3
FullFT,gtsrb/densenet121,303,repair,22,0,1
FullFT,gtsrb/densenet121,303,repair,25,9,9
FullFT,gtsrb/densenet121,303,repair,27,7,7
FullFT,gtsrb/densenet121,303,repair,30,2,2
FullFT,gtsrb/densenet121,303,repair,31,12,12
FullFT,gtsrb/densenet121,303,repair,35,4,5
FullFT,gtsrb/densenet121,303,repair,39,1,1
FullFT,gtsrb/densenet121,303,repair,41,15,15
FullFT,gtsrb/densenet121,303,regression,0,0,48
FullFT,gtsrb/densenet121,303,regression,1,0,573
FullFT,gtsrb/densenet121,303,regression,2,1,585
FullFT,gtsrb/densenet121,303,regression,3,1,348
FullFT,gtsrb/densenet121,303,regression,4,0,534
FullFT,gtsrb/densenet121,303,regression,5,0,481
FullFT,gtsrb/densenet121,303,regression,6,0,124
FullFT,gtsrb/densenet121,303,regression,7,0,354
FullFT,gtsrb/densenet121,303,regression,8,0,356
FullFT,gtsrb/densenet121,303,regression,9,0,383
FullFT,gtsrb/densenet121,303,regression,10,2,534
FullFT,gtsrb/densenet121,303,regression,11,1,333
FullFT,gtsrb/densenet121,303,regression,12,0,560
FullFT,gtsrb/densenet121,303,regression,13,0,578
FullFT,gtsrb/densenet121,303,regression,14,0,215
FullFT,gtsrb/densenet121,303,regression,15,0,161
FullFT,gtsrb/densenet121,303,regression,16,0,124
FullFT,gtsrb/densenet121,303,regression,17,0,292
FullFT,gtsrb/densenet121,303,regression,18,1,308
FullFT,gtsrb/densenet121,303,regression,19,0,42
FullFT,gtsrb/densenet121,303,regression,20,0,80
FullFT,gtsrb/densenet121,303,regression,21,12,68
FullFT,gtsrb/densenet121,303,regression,22,5,91
FullFT,gtsrb/densenet121,303,regression,23,1,128
FullFT,gtsrb/densenet121,303,regression,24,11,75
FullFT,gtsrb/densenet121,303,regression,25,0,358
FullFT,gtsrb/densenet121,303,regression,26,1,143
FullFT,gtsrb/densenet121,303,regression,27,0,30
