method,setting,seed,kind,true_class,n_events,n_pool
DynaPatch (gated),tt100k_signs/resnet50,202,regression,140,0,31
DynaPatch (gated),tt100k_signs/resnet50,202,regression,143,1,6
DynaPatch (gated),tt100k_signs/resnet50,202,regression,145,0,7
DynaPatch (gated),tt100k_signs/resnet50,202,regression,146,0,36
DynaPatch (gated),tt100k_signs/resnet50,202,regression,147,0,34
DynaPatch (gated),tt100k_signs/resnet50,202,regression,151,0,7
DynaPatch (gated),tt100k_signs/resnet50,202,regression,152,0,42
DynaPatch (gated),tt100k_signs/resnet50,202,regression,154,0,27
DynaPatch (gated),tt100k_signs/resnet50,202,regression,155,0,8
DynaPatch (gated),tt100k_signs/resnet50,202,regression,158,0,1
DynaPatch (gated),tt100k_signs/resnet50,202,regression,159,0,1
DynaPatch (gated),tt100k_signs/resnet50,202,regression,160,0,9
DynaPatch (gated),tt100k_signs/resnet50,202,regression,163,0,8
DynaPatch (gated),tt100k_signs/resnet50,202,regression,164,0,3
DynaPatch (gated),tt100k_signs/resnet50,202,regression,165,1,15
DynaPatch (gated),tt100k_signs/resnet50,202,regression,170,0,45
DynaPatch (gated),tt100k_signs/resnet50,202,regression,172,0,105
DynaPatch (gated),tt100k_signs/resnet50,202,regression,173,0,22
DynaPatch (gated),tt100k_signs/resnet50,202,regression,174,0,48
DynaPatch (gated),tt100k_signs/resnet50,202,regression,177,0,41
DynaPatch (gated),tt100k_signs/resnet50,202,regression,180,0,18
DynaPatch (gated),tt100k_signs/resnet50,303,repair,2,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,3,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,6,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,7,0,5
DynaPatch (gated),tt100k_signs/resnet50,303,repair,10,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,18,6,8
DynaPatch (gated),tt100k_signs/resnet50,303,repair,20,1,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,22,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,23,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,24,1,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,28,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,29,1,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,30,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,35,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,38,1,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,41,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,42,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,43,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,44,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,45,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,53,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,54,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,57,2,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,59,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,60,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,63,6,6
DynaPatch (gated),tt100k_signs/resnet50,303,repair,67,0,9
DynaPatch (gated),tt100k_signs/resnet50,303,repair,68,1,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,69,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,70,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,72,1,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,73,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,74,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,75,4,4
DynaPatch (gated),tt100k_signs/resnet50,303,repair,78,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,79,1,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,80,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,81,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,82,2,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,83,3,5
DynaPatch (gated),tt100k_signs/resnet50,303,repair,88,1,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,89,5,6
DynaPatch (gated),tt100k_signs/resnet50,303,repair,90,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,91,3,6
DynaPatch (gated),tt100k_signs/resnet50,303,repair,92,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,97,2,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,98,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,99,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,104,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,106,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,107,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,110,0,5
DynaPatch (gated),tt100k_signs/resnet50,303,repair,115,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,repair,117,14,34
DynaPatch (gated),tt100k_signs/resnet50,303,repair,120,1,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,121,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,123,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,124,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,125,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,126,1,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,128,3,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,133,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,138,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,141,3,12
DynaPatch (gated),tt100k_signs/resnet50,303,repair,142,12,13
DynaPatch (gated),tt100k_signs/resnet50,303,repair,143,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,144,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,146,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,147,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,148,0,7
DynaPatch (gated),tt100k_signs/resnet50,303,repair,149,0,7
DynaPatch (gated),tt100k_signs/resnet50,303,repair,150,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,152,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,153,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,157,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,160,3,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,161,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,163,1,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,165,1,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,166,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,169,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,171,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,172,3,4
DynaPatch (gated),tt100k_signs/resnet50,303,repair,174,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,175,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,177,1,1
DynaPatch (gated),tt100k_signs/resnet50,303,repair,178,1,2
DynaPatch (gated),tt100k_signs/resnet50,303,repair,179,3,3
DynaPatch (gated),tt100k_signs/resnet50,303,repair,180,0,7
DynaPatch (gated),tt100k_signs/resnet50,303,regression,1,0,35
DynaPatch (gated),tt100k_signs/resnet50,303,regression,3,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,regression,4,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,regression,7,0,109
DynaPatch (gated),tt100k_signs/resnet50,303,regression,8,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,regression,9,0,201
DynaPatch (gated),tt100k_signs/resnet50,303,regression,10,0,457
DynaPatch (gated),tt100k_signs/resnet50,303,regression,11,0,31
DynaPatch (gated),tt100k_signs/resnet50,303,regression,12,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,13,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,regression,14,0,116
DynaPatch (gated),tt100k_signs/resnet50,303,regression,15,0,5
DynaPatch (gated),tt100k_signs/resnet50,303,regression,16,0,80
DynaPatch (gated),tt100k_signs/resnet50,303,regression,17,0,13
DynaPatch (gated),tt100k_signs/resnet50,303,regression,18,0,201
DynaPatch (gated),tt100k_signs/resnet50,303,regression,19,0,108
DynaPatch (gated),tt100k_signs/resnet50,303,regression,20,0,33
DynaPatch (gated),tt100k_signs/resnet50,303,regression,21,0,67
DynaPatch (gated),tt100k_signs/resnet50,303,regression,22,0,410
DynaPatch (gated),tt100k_signs/resnet50,303,regression,23,0,54
DynaPatch (gated),tt100k_signs/resnet50,303,regression,25,0,26
DynaPatch (gated),tt100k_signs/resnet50,303,regression,26,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,27,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,regression,28,0,7
DynaPatch (gated),tt100k_signs/resnet50,303,regression,29,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,regression,30,0,30
DynaPatch (gated),tt100k_signs/resnet50,303,regression,31,0,6
DynaPatch (gated),tt100k_signs/resnet50,303,regression,34,0,9
DynaPatch (gated),tt100k_signs/resnet50,303,regression,35,0,76
DynaPatch (gated),tt100k_signs/resnet50,303,regression,37,0,10
DynaPatch (gated),tt100k_signs/resnet50,303,regression,38,1,179
DynaPatch (gated),tt100k_signs/resnet50,303,regression,39,0,37
DynaPatch (gated),tt100k_signs/resnet50,303,regression,40,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,41,0,44
DynaPatch (gated),tt100k_signs/resnet50,303,regression,42,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,43,0,103
DynaPatch (gated),tt100k_signs/resnet50,303,regression,44,0,31
DynaPatch (gated),tt100k_signs/resnet50,303,regression,46,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,regression,47,0,17
DynaPatch (gated),tt100k_signs/resnet50,303,regression,48,0,6
DynaPatch (gated),tt100k_signs/resnet50,303,regression,50,0,10
DynaPatch (gated),tt100k_signs/resnet50,303,regression,51,0,14
DynaPatch (gated),tt100k_signs/resnet50,303,regression,53,0,17
DynaPatch (gated),tt100k_signs/resnet50,303,regression,55,0,36
DynaPatch (gated),tt100k_signs/resnet50,303,regression,57,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,regression,59,0,5
DynaPatch (gated),tt100k_signs/resnet50,303,regression,60,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,61,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,regression,65,0,9
DynaPatch (gated),tt100k_signs/resnet50,303,regression,68,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,regression,70,0,30
DynaPatch (gated),tt100k_signs/resnet50,303,regression,71,0,12
DynaPatch (gated),tt100k_signs/resnet50,303,regression,74,0,44
DynaPatch (gated),tt100k_signs/resnet50,303,regression,76,0,31
DynaPatch (gated),tt100k_signs/resnet50,303,regression,77,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,regression,80,0,21
DynaPatch (gated),tt100k_signs/resnet50,303,regression,81,0,164
DynaPatch (gated),tt100k_signs/resnet50,303,regression,82,0,12
DynaPatch (gated),tt100k_signs/resnet50,303,regression,83,0,61
DynaPatch (gated),tt100k_signs/resnet50,303,regression,84,0,49
DynaPatch (gated),tt100k_signs/resnet50,303,regression,85,0,45
DynaPatch (gated),tt100k_signs/resnet50,303,regression,86,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,regression,88,0,167
DynaPatch (gated),tt100k_signs/resnet50,303,regression,89,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,91,0,363
DynaPatch (gated),tt100k_signs/resnet50,303,regression,92,0,171
DynaPatch (gated),tt100k_signs/resnet50,303,regression,93,1,292
DynaPatch (gated),tt100k_signs/resnet50,303,regression,94,0,230
DynaPatch (gated),tt100k_signs/resnet50,303,regression,96,0,33
DynaPatch (gated),tt100k_signs/resnet50,303,regression,97,0,224
DynaPatch (gated),tt100k_signs/resnet50,303,regression,98,0,11
DynaPatch (gated),tt100k_signs/resnet50,303,regression,100,0,27
DynaPatch (gated),tt100k_signs/resnet50,303,regression,102,0,12
DynaPatch (gated),tt100k_signs/resnet50,303,regression,103,0,2
DynaPatch (gated),tt100k_signs/resnet50,303,regression,105,0,43
DynaPatch (gated),tt100k_signs/resnet50,303,regression,107,0,24
DynaPatch (gated),tt100k_signs/resnet50,303,regression,109,0,3
DynaPatch (gated),tt100k_signs/resnet50,303,regression,111,0,7
DynaPatch (gated),tt100k_signs/resnet50,303,regression,112,0,7
DynaPatch (gated),tt100k_signs/resnet50,303,regression,113,0,33
DynaPatch (gated),tt100k_signs/resnet50,303,regression,114,0,5
DynaPatch (gated),tt100k_signs/resnet50,303,regression,115,0,861
DynaPatch (gated),tt100k_signs/resnet50,303,regression,116,0,612
DynaPatch (gated),tt100k_signs/resnet50,303,regression,117,0,269
DynaPatch (gated),tt100k_signs/resnet50,303,regression,120,0,15
DynaPatch (gated),tt100k_signs/resnet50,303,regression,121,0,26
DynaPatch (gated),tt100k_signs/resnet50,303,regression,122,0,52
DynaPatch (gated),tt100k_signs/resnet50,303,regression,124,0,20
DynaPatch (gated),tt100k_signs/resnet50,303,regression,125,0,33
DynaPatch (gated),tt100k_signs/resnet50,303,regression,126,0,10
DynaPatch (gated),tt100k_signs/resnet50,303,regression,127,0,6
DynaPatch (gated),tt100k_signs/resnet50,303,regression,128,0,41
DynaPatch (gated),tt100k_signs/resnet50,303,regression,131,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,132,0,9
DynaPatch (gated),tt100k_signs/resnet50,303,regression,134,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,140,0,28
DynaPatch (gated),tt100k_signs/resnet50,303,regression,143,0,4
DynaPatch (gated),tt100k_signs/resnet50,303,regression,145,0,5
DynaPatch (gated),tt100k_signs/resnet50,303,regression,146,0,39
DynaPatch (gated),tt100k_signs/resnet50,303,regression,147,0,35
DynaPatch (gated),tt100k_signs/resnet50,303,regression,151,0,9
DynaPatch (gated),tt100k_signs/resnet50,303,regression,152,0,44
DynaPatch (gated),tt100k_signs/resnet50,303,regression,154,0,28
DynaPatch (gated),tt100k_signs/resnet50,303,regression,155,0,9
DynaPatch (gated),tt100k_signs/resnet50,303,regression,156,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,159,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,160,0,11
DynaPatch (gated),tt100k_signs/resnet50,303,regression,163,0,8
DynaPatch (gated),tt100k_signs/resnet50,303,regression,164,0,1
DynaPatch (gated),tt100k_signs/resnet50,303,regression,165,0,16
DynaPatch (gated),tt100k_signs/resnet50,303,regression,170,0,54
DynaPatch (gated),tt100k_signs/resnet50,303,regression,172,0,97
DynaPatch (gated),tt100k_signs/resnet50,303,regression,173,0,26
DynaPatch (gated),tt100k_signs/resnet50,303,regression,174,0,46
DynaPatch (gated),tt100k_signs/resnet50,303,regression,177,0,45
DynaPatch (gated),tt100k_signs/resnet50,303,regression,180,0,20
DynaPatch (gated),tt100k_signs/vgg16,101,repair,1,1,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,2,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,6,0,5
DynaPatch (gated),tt100k_signs/vgg16,101,repair,7,1,7
DynaPatch (gated),tt100k_signs/vgg16,101,repair,8,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,9,1,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,10,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,16,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,17,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,18,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,19,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,20,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,21,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,22,5,7
DynaPatch (gated),tt100k_signs/vgg16,101,repair,23,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,24,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,26,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,27,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,29,1,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,31,1,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,34,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,37,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,38,1,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,39,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,40,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,41,1,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,42,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,44,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,45,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,53,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,57,1,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,60,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,62,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,63,2,7
DynaPatch (gated),tt100k_signs/vgg16,101,repair,67,1,8
DynaPatch (gated),tt100k_signs/vgg16,101,repair,70,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,71,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,75,3,6
DynaPatch (gated),tt100k_signs/vgg16,101,repair,77,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,78,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,79,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,80,3,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,81,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,82,1,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,83,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,85,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,87,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,90,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,91,1,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,92,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,93,2,6
DynaPatch (gated),tt100k_signs/vgg16,101,repair,95,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,96,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,97,4,6
DynaPatch (gated),tt100k_signs/vgg16,101,repair,98,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,99,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,100,5,5
DynaPatch (gated),tt100k_signs/vgg16,101,repair,101,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,105,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,106,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,110,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,111,1,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,114,3,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,115,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,116,5,7
DynaPatch (gated),tt100k_signs/vgg16,101,repair,117,1,33
DynaPatch (gated),tt100k_signs/vgg16,101,repair,121,2,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,123,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,124,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,125,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,126,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,128,4,8
DynaPatch (gated),tt100k_signs/vgg16,101,repair,132,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,137,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,140,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,141,0,6
DynaPatch (gated),tt100k_signs/vgg16,101,repair,142,10,15
DynaPatch (gated),tt100k_signs/vgg16,101,repair,143,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,146,2,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,147,1,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,148,0,9
DynaPatch (gated),tt100k_signs/vgg16,101,repair,149,0,6
DynaPatch (gated),tt100k_signs/vgg16,101,repair,152,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,153,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,155,4,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,157,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,160,1,6
DynaPatch (gated),tt100k_signs/vgg16,101,repair,161,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,163,1,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,164,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,165,4,6
DynaPatch (gated),tt100k_signs/vgg16,101,repair,169,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,repair,170,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,171,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,172,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,repair,173,6,10
DynaPatch (gated),tt100k_signs/vgg16,101,repair,176,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,repair,177,1,5
DynaPatch (gated),tt100k_signs/vgg16,101,repair,179,2,4
DynaPatch (gated),tt100k_signs/vgg16,101,repair,180,2,7
DynaPatch (gated),tt100k_signs/vgg16,101,regression,1,0,35
DynaPatch (gated),tt100k_signs/vgg16,101,regression,3,0,5
DynaPatch (gated),tt100k_signs/vgg16,101,regression,4,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,regression,5,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,regression,7,0,101
DynaPatch (gated),tt100k_signs/vgg16,101,regression,8,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,regression,9,0,184
DynaPatch (gated),tt100k_signs/vgg16,101,regression,10,0,430
DynaPatch (gated),tt100k_signs/vgg16,101,regression,11,0,27
DynaPatch (gated),tt100k_signs/vgg16,101,regression,12,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,regression,13,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,regression,14,0,111
DynaPatch (gated),tt100k_signs/vgg16,101,regression,15,0,5
DynaPatch (gated),tt100k_signs/vgg16,101,regression,16,0,72
DynaPatch (gated),tt100k_signs/vgg16,101,regression,17,0,14
DynaPatch (gated),tt100k_signs/vgg16,101,regression,18,0,209
DynaPatch (gated),tt100k_signs/vgg16,101,regression,19,0,101
DynaPatch (gated),tt100k_signs/vgg16,101,regression,20,0,27
DynaPatch (gated),tt100k_signs/vgg16,101,regression,21,0,67
DynaPatch (gated),tt100k_signs/vgg16,101,regression,22,1,397
DynaPatch (gated),tt100k_signs/vgg16,101,regression,23,0,50
DynaPatch (gated),tt100k_signs/vgg16,101,regression,25,0,24
DynaPatch (gated),tt100k_signs/vgg16,101,regression,27,0,5
DynaPatch (gated),tt100k_signs/vgg16,101,regression,28,0,10
DynaPatch (gated),tt100k_signs/vgg16,101,regression,29,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,regression,30,0,30
DynaPatch (gated),tt100k_signs/vgg16,101,regression,31,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,regression,34,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,regression,35,0,86
DynaPatch (gated),tt100k_signs/vgg16,101,regression,37,0,6
DynaPatch (gated),tt100k_signs/vgg16,101,regression,38,0,188
DynaPatch (gated),tt100k_signs/vgg16,101,regression,39,0,37
DynaPatch (gated),tt100k_signs/vgg16,101,regression,41,0,44
DynaPatch (gated),tt100k_signs/vgg16,101,regression,42,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,regression,43,0,102
DynaPatch (gated),tt100k_signs/vgg16,101,regression,44,0,29
DynaPatch (gated),tt100k_signs/vgg16,101,regression,46,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,regression,47,0,15
DynaPatch (gated),tt100k_signs/vgg16,101,regression,48,0,5
DynaPatch (gated),tt100k_signs/vgg16,101,regression,50,0,11
DynaPatch (gated),tt100k_signs/vgg16,101,regression,51,0,14
DynaPatch (gated),tt100k_signs/vgg16,101,regression,53,0,16
DynaPatch (gated),tt100k_signs/vgg16,101,regression,55,0,38
DynaPatch (gated),tt100k_signs/vgg16,101,regression,57,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,regression,59,0,7
DynaPatch (gated),tt100k_signs/vgg16,101,regression,61,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,regression,65,0,7
DynaPatch (gated),tt100k_signs/vgg16,101,regression,68,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,regression,70,0,25
DynaPatch (gated),tt100k_signs/vgg16,101,regression,71,0,12
DynaPatch (gated),tt100k_signs/vgg16,101,regression,74,0,48
DynaPatch (gated),tt100k_signs/vgg16,101,regression,76,0,36
DynaPatch (gated),tt100k_signs/vgg16,101,regression,80,0,12
DynaPatch (gated),tt100k_signs/vgg16,101,regression,81,0,167
DynaPatch (gated),tt100k_signs/vgg16,101,regression,82,0,12
DynaPatch (gated),tt100k_signs/vgg16,101,regression,83,0,70
DynaPatch (gated),tt100k_signs/vgg16,101,regression,84,0,39
DynaPatch (gated),tt100k_signs/vgg16,101,regression,85,0,40
DynaPatch (gated),tt100k_signs/vgg16,101,regression,86,0,3
DynaPatch (gated),tt100k_signs/vgg16,101,regression,88,0,177
DynaPatch (gated),tt100k_signs/vgg16,101,regression,89,0,14
DynaPatch (gated),tt100k_signs/vgg16,101,regression,91,0,377
DynaPatch (gated),tt100k_signs/vgg16,101,regression,92,0,165
DynaPatch (gated),tt100k_signs/vgg16,101,regression,93,0,285
DynaPatch (gated),tt100k_signs/vgg16,101,regression,94,0,231
DynaPatch (gated),tt100k_signs/vgg16,101,regression,96,0,35
DynaPatch (gated),tt100k_signs/vgg16,101,regression,97,0,225
DynaPatch (gated),tt100k_signs/vgg16,101,regression,98,0,10
DynaPatch (gated),tt100k_signs/vgg16,101,regression,100,0,19
DynaPatch (gated),tt100k_signs/vgg16,101,regression,102,0,19
DynaPatch (gated),tt100k_signs/vgg16,101,regression,103,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,regression,105,0,38
DynaPatch (gated),tt100k_signs/vgg16,101,regression,107,0,29
DynaPatch (gated),tt100k_signs/vgg16,101,regression,108,0,1
DynaPatch (gated),tt100k_signs/vgg16,101,regression,109,0,4
DynaPatch (gated),tt100k_signs/vgg16,101,regression,111,0,6
DynaPatch (gated),tt100k_signs/vgg16,101,regression,112,0,7
DynaPatch (gated),tt100k_signs/vgg16,101,regression,113,0,29
DynaPatch (gated),tt100k_signs/vgg16,101,regression,114,0,2
DynaPatch (gated),tt100k_signs/vgg16,101,regression,115,1,838
DynaPatch (gated),tt100k_signs/vgg16,101,regression,116,0,627
DynaPatch (gated),tt100k_signs/vgg16,101,regression,117,1,290
DynaPatch (gated),tt100k_signs/vgg16,101,regression,120,0,14
DynaPatch (gated),tt100k_signs/vgg16,101,regression,121,0,23
DynaPatch (gated),tt100k_signs/vgg16,101,regression,122,0,56
